      Time (s)  Voltage (V)
1244     4.976     2.451172
1245     4.980     2.392578
1246     4.984     2.353516
1247     4.988     2.324219
1248     4.992     2.358398
1249     4.996     2.373047
1250     5.000     2.353516
1251     5.004     2.329102
1252     5.008     2.319336
1253     5.012     2.333984
1254     5.016     2.333984
1255     5.020     2.363281
1256     5.024     2.373047
1257     5.028     2.373047
1258     5.032     2.368164
1259     5.036     2.329102
1260     5.040     2.270508
1261     5.044     2.309570
1262     5.048     2.338867
1263     5.052     2.343750
1264     5.056     2.338867
1265     5.060     2.348633
1266     5.064     2.358398
1267     5.068     2.348633
1268     5.072     2.348633
1269     5.076     2.338867
1270     5.080     2.368164
1271     5.084     2.392578
1272     5.088     2.407227
1273     5.092     2.402344
1274     5.096     2.412109
1275     5.100     2.421875
1276     5.104     2.377930
1277     5.108     2.373047
1278     5.112     2.338867
1279     5.116     2.329102
1280     5.120     2.343750
1281     5.124     2.567797
1282     5.128     2.377930
1283     5.132     2.392578
1284     5.136     2.175645
1285     5.140     2.377930
1286     5.144     2.407227
1287     5.148     2.407227
1288     5.152     2.397461
1289     5.156     2.382812
1290     5.160     2.621812
1291     5.164     2.392578
1292     5.168     2.550443
1293     5.172     2.553681
1294     5.176     2.348633
1295     5.180     2.348633
1296     5.184     2.338867
1297     5.188     2.333984
1298     5.192     2.314453
1299     5.196     2.319336
1300     5.200     2.338867
1301     5.204     2.192139
1302     5.208     2.567902
1303     5.212     2.387695
1304     5.216     2.353516
1305     5.220     2.338867
1306     5.224     2.333984
1307     5.228     2.319336
1308     5.232     2.377930
1309     5.236     2.382812
1310     5.240     2.431641
1311     5.244     2.431641
1312     5.248     2.416992
1313     5.252     2.353516
1314     5.256     2.348633
1315     5.260     2.368164
1316     5.264     2.377930
1317     5.268     2.387695
1318     5.272     2.392578
1319     5.276     2.416992
1320     5.280     2.387695
1321     5.284     2.166440
1322     5.288     2.329102
1323     5.292     2.333984
1324     5.296     2.358398
1325     5.300     2.368164
1326     5.304     2.373047
1327     5.308     2.368164
1328     5.312     2.348633
1329     5.316     2.363281
1330     5.320     2.338867
1331     5.324     2.601991
1332     5.328     2.368164
1333     5.332     2.397461
1334     5.336     2.407227
1335     5.340     2.392578
1336     5.344     2.353516
1337     5.348     2.358398
1338     5.352     2.324219
1339     5.356     2.329102
1340     5.360     2.304687
1341     5.364     2.338867
1342     5.368     2.151818
1343     5.372     2.407227
1344     5.376     2.397461
1345     5.380     2.402344
1346     5.384     2.382812
1347     5.388     2.343750
1348     5.392     2.319336
1349     5.396     2.299805
1350     5.400     2.299805
1351     5.404     2.333984
1352     5.408     2.397461
1353     5.412     2.470703
1354     5.416     2.460937
1355     5.420     2.460937
1356     5.424     2.397461
1357     5.428     2.363281
1358     5.432     2.309570
1359     5.436     2.275391
1360     5.440     2.309570
1361     5.444     2.353516
1362     5.448     2.456055
1363     5.452     2.470703
1364     5.456     2.490234
1365     5.460     2.460937
1366     5.464     2.426758
1367     5.468     2.377930
1368     5.472     2.290039
1369     5.476     2.280273
1370     5.480     2.280273
1371     5.484     2.329102
1372     5.488     2.348633
1373     5.492     2.412109
1374     5.496     2.392578
1375     5.500     2.343750
1376     5.504     2.329102
1377     5.508     2.329102
1378     5.512     2.353516
1379     5.516     2.402344
1380     5.520     2.451172
1381     5.524     2.475586
1382     5.528     2.485352
1383     5.532     2.451172
1384     5.536     2.373047
1385     5.540     2.285156
1386     5.544     2.246094
1387     5.548     2.226562
1388     5.552     2.226562
1389     5.556     2.265625
1390     5.560     2.314453
1391     5.564     2.382812
1392     5.568     2.402344
1393     5.572     2.431641
1394     5.576     2.421875
1395     5.580     2.353516
1396     5.584     2.309570
1397     5.588     2.290039
1398     5.592     2.280273
1399     5.596     2.304687
1400     5.600     2.329102
1401     5.604     2.392578
1402     5.608     2.412109
1403     5.612     2.426758
1404     5.616     2.368164
1405     5.620     2.348633
1406     5.624     2.314453
1407     5.628     2.353516
1408     5.632     2.373047
1409     5.636     2.397461
1410     5.640     2.392578
1411     5.644     2.358398
1412     5.648     2.314453
1413     5.652     2.299805
1414     5.656     2.275391
1415     5.660     2.255859
1416     5.664     2.319336
1417     5.668     2.382812
1418     5.672     2.193053
1419     5.676     2.441406
1420     5.680     2.402344
1421     5.684     2.377930
1422     5.688     2.377930
1423     5.692     2.329102
1424     5.696     2.299805
1425     5.700     2.333984
1426     5.704     2.368164
1427     5.708     2.416992
1428     5.712     2.431641
1429     5.716     2.421875
1430     5.720     2.416992
1431     5.724     2.407227
1432     5.728     2.363281
1433     5.732     2.333984
1434     5.736     2.304687
1435     5.740     2.324219
1436     5.744     2.348633
1437     5.748     2.382812
1438     5.752     2.412109
1439     5.756     2.441406
1440     5.760     2.446289
1441     5.764     2.446289
1442     5.768     2.407227
1443     5.772     2.382812
1444     5.776     2.348633
1445     5.780     2.333984
1446     5.784     2.290039
1447     5.788     2.314453
1448     5.792     2.348633
1449     5.796     2.387695
1450     5.800     2.412109
1451     5.804     2.451172
1452     5.808     2.550406
1453     5.812     2.402344
1454     5.816     2.373047
1455     5.820     2.294922
1456     5.824     2.270508
1457     5.828     2.250977
1458     5.832     2.299805
1459     5.836     2.348633
1460     5.840     2.387695
1461     5.844     2.407227
1462     5.848     2.377930
1463     5.852     2.368164
1464     5.856     2.363281
1465     5.860     2.542830
1466     5.864     2.246094
1467     5.868     2.290039
1468     5.872     2.613838
1469     5.876     2.377930
1470     5.880     2.402344
1471     5.884     2.416992
1472     5.888     2.426758
1473     5.892     2.373047
1474     5.896     2.319336
1475     5.900     2.275391
1476     5.904     2.314453
1477     5.908     2.333984
1478     5.912     2.392578
1479     5.916     2.431641
1480     5.920     2.412109
1481     5.924     2.382812
1482     5.928     2.338867
1483     5.932     2.294922
1484     5.936     2.270508
1485     5.940     2.265625
1486     5.944     2.299805
1487     5.948     2.348633
1488     5.952     2.392578
1489     5.956     2.412109
1490     5.960     2.387695
1491     5.964     2.397461
1492     5.968     2.348633
1493     5.972     2.324219
1494     5.976     2.314453
1495     5.980     2.343750
1496     5.984     2.392578
1497     5.988     2.431641
1498     5.992     2.456055
1499     5.996     2.584750
1500     6.000     2.402344
1501     6.004     2.382812
1502     6.008     2.304687
1503     6.012     2.294922
1504     6.016     2.314453
1505     6.020     2.314453
1506     6.024     2.358398
1507     6.028     2.377930
1508     6.032     2.397461
1509     6.036     2.382812
1510     6.040     2.348633
1511     6.044     2.363281
1512     6.048     2.338867
1513     6.052     2.314453
1514     6.056     2.309570
1515     6.060     2.353516
1516     6.064     2.353516
1517     6.068     2.348633
1518     6.072     2.353516
1519     6.076     2.363281
1520     6.080     2.368164
1521     6.084     2.382812
1522     6.088     2.382812
1523     6.092     2.387695
1524     6.096     2.392578
1525     6.100     2.412109
1526     6.104     2.407227
1527     6.108     2.158246
1528     6.112     2.358398
1529     6.116     2.353516
1530     6.120     2.324219
1531     6.124     2.314453
1532     6.128     2.290039
1533     6.132     2.275391
1534     6.136     2.625125
1535     6.140     2.387695
1536     6.144     2.421875
1537     6.148     2.416992
1538     6.152     2.373047
1539     6.156     2.343750
1540     6.160     2.333984
1541     6.164     2.329102
1542     6.168     2.275391
1543     6.172     2.304687
1544     6.176     2.348633
1545     6.180     2.382812
1546     6.184     2.397461
1547     6.188     2.377930
1548     6.192     2.407227
1549     6.196     2.426758
1550     6.200     2.416992
1551     6.204     2.348633
1552     6.208     2.324219
1553     6.212     2.324219
1554     6.216     2.329102
1555     6.220     2.333984
1556     6.224     2.314453
1557     6.228     2.319336
1558     6.232     2.373047
1559     6.236     2.392578
1560     6.240     2.407227
1561     6.244     2.402344
1562     6.248     2.426758
1563     6.252     2.407227
1564     6.256     2.615845
1565     6.260     2.324219
1566     6.264     2.299805
1567     6.268     2.343750
1568     6.272     2.373047
1569     6.276     2.392578
1570     6.280     2.392578
1571     6.284     2.387695
1572     6.288     2.377930
1573     6.292     2.373047
1574     6.296     2.363281
1575     6.300     2.368164
1576     6.304     2.373047
1577     6.308     2.377930
1578     6.312     2.363281
1579     6.316     2.368164
1580     6.320     2.397461
1581     6.324     2.392578
1582     6.328     2.387695
1583     6.332     2.353516
1584     6.336     2.333984
1585     6.340     2.363281
1586     6.344     2.407227
1587     6.348     2.377930
1588     6.352     2.373047
1589     6.356     2.382812
1590     6.360     2.377930
1591     6.364     2.373047
1592     6.368     2.343750
1593     6.372     2.343750
1594     6.376     2.358398
1595     6.380     2.387695
1596     6.384     2.392578
1597     6.388     2.402344
1598     6.392     2.426758
1599     6.396     2.416992
1600     6.400     2.368164
1601     6.404     2.368164
1602     6.408     2.324219
1603     6.412     2.314453
1604     6.416     2.358398
1605     6.420     2.373047
1606     6.424     2.421875
1607     6.428     2.407227
1608     6.432     2.416992
1609     6.436     2.387695
1610     6.440     2.182282
1611     6.444     2.382812
1612     6.448     2.358398
1613     6.452     2.412109
1614     6.456     2.407227
1615     6.460     2.421875
1616     6.464     2.402344
1617     6.468     2.382812
1618     6.472     2.348633
1619     6.476     2.373047
1620     6.480     2.387695
1621     6.484     2.407227
1622     6.488     2.456055
1623     6.492     2.475586
1624     6.496     2.446289
1625     6.500     2.431641
1626     6.504     2.387695
1627     6.508     2.363281
1628     6.512     2.373047
1629     6.516     2.392578
1630     6.520     2.368164
1631     6.524     2.377930
1632     6.528     2.358398
1633     6.532     2.368164
1634     6.536     2.368164
1635     6.540     2.382812
1636     6.544     2.377930
1637     6.548     2.402344
1638     6.552     2.368164
1639     6.556     2.358398
1640     6.560     2.324219
1641     6.564     2.338867
1642     6.568     2.358398
1643     6.572     2.407227
1644     6.576     2.412109
1645     6.580     2.441406
1646     6.584     2.446289
1647     6.588     2.426758
1648     6.592     2.358398
1649     6.596     2.358398
1650     6.600     2.319336
1651     6.604     2.333984
1652     6.608     2.363281
1653     6.612     2.608750
1654     6.616     2.431641
1655     6.620     2.436523
1656     6.624     2.426758
1657     6.628     2.373047
1658     6.632     2.363281
1659     6.636     2.324219
1660     6.640     2.304687
1661     6.644     2.338867
1662     6.648     2.348633
1663     6.652     2.353516
1664     6.656     2.343750
1665     6.660     2.348633
1666     6.664     2.358398
1667     6.668     2.377930
1668     6.672     2.397461
1669     6.676     2.397461
1670     6.680     2.377930
1671     6.684     2.128076
1672     6.688     2.382812
1673     6.692     2.373047
1674     6.696     2.392578
1675     6.700     2.426758
1676     6.704     2.436523
1677     6.708     2.431641
1678     6.712     2.397461
1679     6.716     2.348633
1680     6.720     2.270508
1681     6.724     2.260742
1682     6.728     2.265625
1683     6.732     2.304687
1684     6.736     2.343750
1685     6.740     2.397461
1686     6.744     2.141973
1687     6.748     2.426758
1688     6.752     2.377930
1689     6.756     2.299805
1690     6.760     2.299805
1691     6.764     2.309570
1692     6.768     2.353516
1693     6.772     2.358398
1694     6.776     2.402344
1695     6.780     2.416992
1696     6.784     2.402344
1697     6.788     2.353516
1698     6.792     2.343750
1699     6.796     2.353516
1700     6.800     2.373047
1701     6.804     2.382812
1702     6.808     2.387695
1703     6.812     2.348633
1704     6.816     2.343750
1705     6.820     2.329102
1706     6.824     2.348633
1707     6.828     2.382812
1708     6.832     2.402344
1709     6.836     2.392578
1710     6.840     2.421875
1711     6.844     2.373047
1712     6.848     2.348633
1713     6.852     2.338867
1714     6.856     2.343750
1715     6.860     2.348633
1716     6.864     2.377930
1717     6.868     2.392578
1718     6.872     2.412109
1719     6.876     2.402344
1720     6.880     2.377930
1721     6.884     2.343750
1722     6.888     2.299805
1723     6.892     2.329102
1724     6.896     2.348633
1725     6.900     2.382812
1726     6.904     2.407227
1727     6.908     2.446289
1728     6.912     2.416992
1729     6.916     2.407227
1730     6.920     2.363281
1731     6.924     2.368164
1732     6.928     2.358398
1733     6.932     2.363281
1734     6.936     2.363281
1735     6.940     2.363281
1736     6.944     2.363281
1737     6.948     2.348633
1738     6.952     2.392578
1739     6.956     2.363281
1740     6.960     2.377930
1741     6.964     2.368164
1742     6.968     2.377930
1743     6.972     2.363281
1744     6.976     2.373047
1745     6.980     2.358398
1746     6.984     2.343750
1747     6.988     2.368164
1748     6.992     2.402344
1749     6.996     2.416992
1750     7.000     2.407227
1751     7.004     2.397461
1752     7.008     2.368164
1753     7.012     2.358398
1754     7.016     2.324219
1755     7.020     2.338867
1756     7.024     2.368164
1757     7.028     2.412109
1758     7.032     2.460937
1759     7.036     2.460937
1760     7.040     2.426758
1761     7.044     2.363281
1762     7.048     2.373047
1763     7.052     2.343750
1764     7.056     2.343750
1765     7.060     2.319336
1766     7.064     2.368164
1767     7.068     2.412109
1768     7.072     2.436523
1769     7.076     2.397461
1770     7.080     2.363281
1771     7.084     2.363281
1772     7.088     2.353516
1773     7.092     2.358398
1774     7.096     2.348633
1775     7.100     2.392578
1776     7.104     2.421875
1777     7.108     2.441406
1778     7.112     2.460937
1779     7.116     2.451172
1780     7.120     2.392578
1781     7.124     2.402344
1782     7.128     2.338867
1783     7.132     2.333984
1784     7.136     2.324219
1785     7.140     2.329102
1786     7.144     2.363281
1787     7.148     2.373047
1788     7.152     2.397461
1789     7.156     2.382812
1790     7.160     2.397461
1791     7.164     2.421875
1792     7.168     2.446289
1793     7.172     2.465820
1794     7.176     2.465820
1795     7.180     2.407227
1796     7.184     2.392578
1797     7.188     2.329102
1798     7.192     2.319336
1799     7.196     2.329102
1800     7.200     2.358398
1801     7.204     2.377930
1802     7.208     2.416992
1803     7.212     2.446289
1804     7.216     2.451172
1805     7.220     2.436523
1806     7.224     2.426758
1807     7.228     2.392578
1808     7.232     2.343750
1809     7.236     2.338867
1810     7.240     2.358398
1811     7.244     2.368164
1812     7.248     2.397461
1813     7.252     2.416992
1814     7.256     2.431641
1815     7.260     2.431641
1816     7.264     2.392578
1817     7.268     2.348633
1818     7.272     2.358398
1819     7.276     2.368164
1820     7.280     2.387695
1821     7.284     2.436523
1822     7.288     2.475586
1823     7.292     2.465820
1824     7.296     2.470703
1825     7.300     2.397461
1826     7.304     2.333984
1827     7.308     2.314453
1828     7.312     2.333984
1829     7.316     2.338867
1830     7.320     2.373047
1831     7.324     2.407227
1832     7.328     2.436523
1833     7.332     2.431641
1834     7.336     2.426758
1835     7.340     2.587419
1836     7.344     2.324219
1837     7.348     2.280273
1838     7.352     2.309570
1839     7.356     2.343750
1840     7.360     2.382812
1841     7.364     2.421875
1842     7.368     2.451172
1843     7.372     2.441406
1844     7.376     2.436523
1845     7.380     2.402344
1846     7.384     2.343750
1847     7.388     2.304687
1848     7.392     2.285156
1849     7.396     2.290039
1850     7.400     2.319336
1851     7.404     2.333984
1852     7.408     2.373047
1853     7.412     2.397461
1854     7.416     2.436523
1855     7.420     2.412109
1856     7.424     2.421875
1857     7.428     2.446289
1858     7.432     2.465820
1859     7.436     2.412109
1860     7.440     2.363281
1861     7.444     2.329102
1862     7.448     2.319336
1863     7.452     2.285156
1864     7.456     2.309570
1865     7.460     2.368164
1866     7.464     2.460937
1867     7.468     2.504883
1868     7.472     2.543945
1869     7.476     2.460937
1870     7.480     2.421875
1871     7.484     2.333984
1872     7.488     2.314453
1873     7.492     2.290039
1874     7.496     2.299805
1875     7.500     2.387695
1876     7.504     2.451172
1877     7.508     2.485352
1878     7.512     2.126018
1879     7.516     2.416992
1880     7.520     2.358398
1881     7.524     2.338867
1882     7.528     2.329102
1883     7.532     2.280273
1884     7.536     2.358398
1885     7.540     2.407227
1886     7.544     2.436523
1887     7.548     2.407227
1888     7.552     2.441406
1889     7.556     2.446289
1890     7.560     2.495117
1891     7.564     2.500000
1892     7.568     2.456055
1893     7.572     2.382812
1894     7.576     2.329102
1895     7.580     2.348633
1896     7.584     2.348633
1897     7.588     2.319336
1898     7.592     2.348633
1899     7.596     2.402344
1900     7.600     2.431641
1901     7.604     2.402344
1902     7.608     2.373047
1903     7.612     2.353516
1904     7.616     2.377930
1905     7.620     2.382812
1906     7.624     2.377930
1907     7.628     2.363281
1908     7.632     2.407227
1909     7.636     2.397461
1910     7.640     2.407227
1911     7.644     2.392578
1912     7.648     2.373047
1913     7.652     2.402344
1914     7.656     2.416992
1915     7.660     2.426758
1916     7.664     2.392578
1917     7.668     2.373047
1918     7.672     2.397461
1919     7.676     2.416992
1920     7.680     2.387695
1921     7.684     2.387695
1922     7.688     2.392578
1923     7.692     2.373047
1924     7.696     2.338867
1925     7.700     2.304687
1926     7.704     2.329102
1927     7.708     2.353516
1928     7.712     2.368164
1929     7.716     2.358398
1930     7.720     2.358398
1931     7.724     2.387695
1932     7.728     2.407227
1933     7.732     2.421875
1934     7.736     2.421875
1935     7.740     2.421875
1936     7.744     2.397461
1937     7.748     2.348633
1938     7.752     2.304687
1939     7.756     2.309570
1940     7.760     2.314453
1941     7.764     2.368164
1942     7.768     2.387695
1943     7.772     2.412109
1944     7.776     2.416992
1945     7.780     2.416992
1946     7.784     2.436523
1947     7.788     2.402344
1948     7.792     2.373047
1949     7.796     2.348633
1950     7.800     2.304687
1951     7.804     2.333984
1952     7.808     2.363281
1953     7.812     2.387695
1954     7.816     2.402344
1955     7.820     2.426758
1956     7.824     2.441406
1957     7.828     2.407227
1958     7.832     2.373047
1959     7.836     2.353516
1960     7.840     2.329102
1961     7.844     2.377930
1962     7.848     2.416992
1963     7.852     2.416992
1964     7.856     2.416992
1965     7.860     2.431641
1966     7.864     2.446289
1967     7.868     2.373047
1968     7.872     2.304687
1969     7.876     2.275391
1970     7.880     2.265625
1971     7.884     2.314453
1972     7.888     2.319336
1973     7.892     2.382812
1974     7.896     2.392578
1975     7.900     2.412109
1976     7.904     2.407227
1977     7.908     2.130429
1978     7.912     2.333984
1979     7.916     2.319336
1980     7.920     2.353516
1981     7.924     2.363281
1982     7.928     2.358398
1983     7.932     2.348633
1984     7.936     2.353516
1985     7.940     2.377930
1986     7.944     2.377930
1987     7.948     2.377930
1988     7.952     2.382812
1989     7.956     2.407227
1990     7.960     2.387695
1991     7.964     2.387695
1992     7.968     2.382812
1993     7.972     2.348633
1994     7.976     2.329102
1995     7.980     2.338867
1996     7.984     2.348633
1997     7.988     2.348633
1998     7.992     2.338867
1999     7.996     2.348633
