      Time (s)  Voltage (V)
1247     6.235     0.615234
1248     6.240     0.556641
1249     6.245     0.537109
1250     6.250     0.600586
1251     6.255     0.634766
1252     6.260     0.625000
1253     6.265     0.615234
1254     6.270     0.629883
1255     6.275     0.576172
1256     6.280     0.512695
1257     6.285     0.561523
1258     6.290     0.629883
1259     6.295     0.620117
1260     6.300     0.595703
1261     6.305     0.620117
1262     6.310     0.639648
1263     6.315     0.561523
1264     6.320     0.546875
1265     6.325     0.581055
1266     6.330     0.576172
1267     6.335     0.566406
1268     6.340     0.625000
1269     6.345     0.659180
1270     6.350     0.625000
1271     6.355     0.600586
1272     6.360     0.571289
1273     6.365     0.537109
1274     6.370     0.551758
1275     6.375     0.590820
1276     6.380     0.639648
1277     6.385     0.659180
1278     6.390     0.625000
1279     6.395     0.585937
1280     6.400     0.527344
1281     6.405     0.737201
1282     6.410     0.483398
1283     6.415     0.541992
1284     6.420     0.434079
1285     6.425     0.585937
1286     6.430     0.615234
1287     6.435     0.595703
1288     6.440     0.532227
1289     6.445     0.507812
1290     6.450     0.778953
1291     6.455     0.532227
1292     6.460     0.723787
1293     6.465     0.726290
1294     6.470     0.551758
1295     6.475     0.537109
1296     6.480     0.512695
1297     6.485     0.507812
1298     6.490     0.537109
1299     6.495     0.551758
1300     6.500     0.551758
1301     6.505     0.446828
1302     6.510     0.737282
1303     6.515     0.537109
1304     6.520     0.537109
1305     6.525     0.551758
1306     6.530     0.556641
1307     6.535     0.561523
1308     6.540     0.551758
1309     6.545     0.576172
1310     6.550     0.566406
1311     6.555     0.522461
1312     6.560     0.537109
1313     6.565     0.551758
1314     6.570     0.561523
1315     6.575     0.556641
1316     6.580     0.595703
1317     6.585     0.600586
1318     6.590     0.600586
1319     6.595     0.629883
1320     6.600     0.610352
1321     6.605     0.426964
1322     6.610     0.571289
1323     6.615     0.595703
1324     6.620     0.595703
1325     6.625     0.605469
1326     6.630     0.595703
1327     6.635     0.566406
1328     6.640     0.571289
1329     6.645     0.571289
1330     6.650     0.605469
1331     6.655     0.763632
1332     6.660     0.634766
1333     6.665     0.595703
1334     6.670     0.600586
1335     6.675     0.600586
1336     6.680     0.610352
1337     6.685     0.649414
1338     6.690     0.634766
1339     6.695     0.595703
1340     6.700     0.571289
1341     6.705     0.522461
1342     6.710     0.415661
1343     6.715     0.610352
1344     6.720     0.615234
1345     6.725     0.629883
1346     6.730     0.615234
1347     6.735     0.585937
1348     6.740     0.576172
1349     6.745     0.585937
1350     6.750     0.585937
1351     6.755     0.639648
1352     6.760     0.659180
1353     6.765     0.615234
1354     6.770     0.600586
1355     6.775     0.595703
1356     6.780     0.590820
1357     6.785     0.605469
1358     6.790     0.590820
1359     6.795     0.566406
1360     6.800     0.585937
1361     6.805     0.576172
1362     6.810     0.541992
1363     6.815     0.581055
1364     6.820     0.620117
1365     6.825     0.590820
1366     6.830     0.585937
1367     6.835     0.600586
1368     6.840     0.590820
1369     6.845     0.532227
1370     6.850     0.507812
1371     6.855     0.571289
1372     6.860     0.581055
1373     6.865     0.537109
1374     6.870     0.546875
1375     6.875     0.561523
1376     6.880     0.551758
1377     6.885     0.541992
1378     6.890     0.571289
1379     6.895     0.620117
1380     6.900     0.590820
1381     6.905     0.532227
1382     6.910     0.546875
1383     6.915     0.581055
1384     6.920     0.576172
1385     6.925     0.537109
1386     6.930     0.576172
1387     6.935     0.610352
1388     6.940     0.522461
1389     6.945     0.483398
1390     6.950     0.532227
1391     6.955     0.561523
1392     6.960     0.566406
1393     6.965     0.561523
1394     6.970     0.610352
1395     6.975     0.600586
1396     6.980     0.537109
1397     6.985     0.551758
1398     6.990     0.585937
1399     6.995     0.537109
1400     7.000     0.507812
1401     7.005     0.576172
1402     7.010     0.600586
1403     7.015     0.605469
1404     7.020     0.620117
1405     7.025     0.639648
1406     7.030     0.605469
1407     7.035     0.571289
1408     7.040     0.595703
1409     7.045     0.610352
1410     7.050     0.610352
1411     7.055     0.639648
1412     7.060     0.649414
1413     7.065     0.629883
1414     7.070     0.644531
1415     7.075     0.610352
1416     7.080     0.571289
1417     7.085     0.566406
1418     7.090     0.447535
1419     7.095     0.590820
1420     7.100     0.615234
1421     7.105     0.644531
1422     7.110     0.625000
1423     7.115     0.625000
1424     7.120     0.615234
1425     7.125     0.581055
1426     7.130     0.610352
1427     7.135     0.600586
1428     7.140     0.600586
1429     7.145     0.664062
1430     7.150     0.649414
1431     7.155     0.600586
1432     7.160     0.585937
1433     7.165     0.620117
1434     7.170     0.605469
1435     7.175     0.571289
1436     7.180     0.620117
1437     7.185     0.615234
1438     7.190     0.600586
1439     7.195     0.581055
1440     7.200     0.595703
1441     7.205     0.600586
1442     7.210     0.571289
1443     7.215     0.595703
1444     7.220     0.625000
1445     7.225     0.590820
1446     7.230     0.576172
1447     7.235     0.576172
1448     7.240     0.576172
1449     7.245     0.581055
1450     7.250     0.620117
1451     7.255     0.634766
1452     7.260     0.723758
1453     7.265     0.615234
1454     7.270     0.605469
1455     7.275     0.600586
1456     7.280     0.615234
1457     7.285     0.590820
1458     7.290     0.566406
1459     7.295     0.581055
1460     7.300     0.576172
1461     7.305     0.546875
1462     7.310     0.590820
1463     7.315     0.585937
1464     7.320     0.610352
1465     7.325     0.717903
1466     7.330     0.600586
1467     7.335     0.581055
1468     7.340     0.772789
1469     7.345     0.585937
1470     7.350     0.600586
1471     7.355     0.571289
1472     7.360     0.551758
1473     7.365     0.571289
1474     7.370     0.571289
1475     7.375     0.566406
1476     7.380     0.600586
1477     7.385     0.610352
1478     7.390     0.590820
1479     7.395     0.576172
1480     7.400     0.590820
1481     7.405     0.590820
1482     7.410     0.595703
1483     7.415     0.615234
1484     7.420     0.600586
1485     7.425     0.605469
1486     7.430     0.600586
1487     7.435     0.610352
1488     7.440     0.659180
1489     7.445     0.644531
1490     7.450     0.625000
1491     7.455     0.615234
1492     7.460     0.595703
1493     7.465     0.581055
1494     7.470     0.585937
1495     7.475     0.585937
1496     7.480     0.556641
1497     7.485     0.600586
1498     7.490     0.629883
1499     7.495     0.750306
1500     7.500     0.644531
1501     7.505     0.639648
1502     7.510     0.581055
1503     7.515     0.566406
1504     7.520     0.561523
1505     7.525     0.546875
1506     7.530     0.546875
1507     7.535     0.585937
1508     7.540     0.620117
1509     7.545     0.649414
1510     7.550     0.654297
1511     7.555     0.620117
1512     7.560     0.615234
1513     7.565     0.605469
1514     7.570     0.585937
1515     7.575     0.571289
1516     7.580     0.571289
1517     7.585     0.541992
1518     7.590     0.551758
1519     7.595     0.581055
1520     7.600     0.590820
1521     7.605     0.595703
1522     7.610     0.615234
1523     7.615     0.629883
1524     7.620     0.600586
1525     7.625     0.581055
1526     7.630     0.605469
1527     7.635     0.420630
1528     7.640     0.605469
1529     7.645     0.595703
1530     7.650     0.590820
1531     7.655     0.600586
1532     7.660     0.590820
1533     7.665     0.590820
1534     7.670     0.781514
1535     7.675     0.576172
1536     7.680     0.556641
1537     7.685     0.600586
1538     7.690     0.581055
1539     7.695     0.566406
1540     7.700     0.585937
1541     7.705     0.620117
1542     7.710     0.605469
1543     7.715     0.561523
1544     7.720     0.566406
1545     7.725     0.551758
1546     7.730     0.517578
1547     7.735     0.546875
1548     7.740     0.556641
1549     7.745     0.585937
1550     7.750     0.600586
1551     7.755     0.561523
1552     7.760     0.541992
1553     7.765     0.546875
1554     7.770     0.488281
1555     7.775     0.502930
1556     7.780     0.576172
1557     7.785     0.585937
1558     7.790     0.551758
1559     7.795     0.566406
1560     7.800     0.532227
1561     7.805     0.532227
1562     7.810     0.522461
1563     7.815     0.527344
1564     7.820     0.774341
1565     7.825     0.551758
1566     7.830     0.561523
1567     7.835     0.590820
1568     7.840     0.566406
1569     7.845     0.541992
1570     7.850     0.541992
1571     7.855     0.571289
1572     7.860     0.556641
1573     7.865     0.585937
1574     7.870     0.625000
1575     7.875     0.595703
1576     7.880     0.556641
1577     7.885     0.581055
1578     7.890     0.581055
1579     7.895     0.566406
1580     7.900     0.585937
1581     7.905     0.639648
1582     7.910     0.639648
1583     7.915     0.605469
1584     7.920     0.581055
1585     7.925     0.615234
1586     7.930     0.605469
1587     7.935     0.561523
1588     7.940     0.581055
1589     7.945     0.625000
1590     7.950     0.625000
1591     7.955     0.615234
1592     7.960     0.634766
1593     7.965     0.629883
1594     7.970     0.561523
1595     7.975     0.527344
1596     7.980     0.551758
1597     7.985     0.585937
1598     7.990     0.615234
1599     7.995     0.654297
1600     8.000     0.698242
1601     8.005     0.708008
1602     8.010     0.629883
1603     8.015     0.566406
1604     8.020     0.527344
1605     8.025     0.551758
1606     8.030     0.585937
1607     8.035     0.590820
1608     8.040     0.659180
1609     8.045     0.668945
1610     8.050     0.439209
1611     8.055     0.644531
1612     8.060     0.595703
1613     8.065     0.532227
1614     8.070     0.571289
1615     8.075     0.600586
1616     8.080     0.605469
1617     8.085     0.620117
1618     8.090     0.600586
1619     8.095     0.532227
1620     8.100     0.541992
1621     8.105     0.585937
1622     8.110     0.600586
1623     8.115     0.625000
1624     8.120     0.581055
1625     8.125     0.561523
1626     8.130     0.585937
1627     8.135     0.595703
1628     8.140     0.590820
1629     8.145     0.595703
1630     8.150     0.571289
1631     8.155     0.522461
1632     8.160     0.537109
1633     8.165     0.566406
1634     8.170     0.561523
1635     8.175     0.576172
1636     8.180     0.585937
1637     8.185     0.595703
1638     8.190     0.585937
1639     8.195     0.561523
1640     8.200     0.541992
1641     8.205     0.541992
1642     8.210     0.522461
1643     8.215     0.541992
1644     8.220     0.551758
1645     8.225     0.585937
1646     8.230     0.605469
1647     8.235     0.595703
1648     8.240     0.585937
1649     8.245     0.546875
1650     8.250     0.541992
1651     8.255     0.546875
1652     8.260     0.546875
1653     8.265     0.768857
1654     8.270     0.571289
1655     8.275     0.566406
1656     8.280     0.590820
1657     8.285     0.585937
1658     8.290     0.600586
1659     8.295     0.595703
1660     8.300     0.571289
1661     8.305     0.571289
1662     8.310     0.600586
1663     8.315     0.585937
1664     8.320     0.605469
1665     8.325     0.595703
1666     8.330     0.590820
1667     8.335     0.581055
1668     8.340     0.566406
1669     8.345     0.561523
1670     8.350     0.585937
1671     8.355     0.397309
1672     8.360     0.576172
1673     8.365     0.576172
1674     8.370     0.600586
1675     8.375     0.620117
1676     8.380     0.585937
1677     8.385     0.581055
1678     8.390     0.615234
1679     8.395     0.556641
1680     8.400     0.532227
1681     8.405     0.541992
1682     8.410     0.566406
1683     8.415     0.556641
1684     8.420     0.571289
1685     8.425     0.581055
1686     8.430     0.408051
1687     8.435     0.605469
1688     8.440     0.581055
1689     8.445     0.541992
1690     8.450     0.546875
1691     8.455     0.527344
1692     8.460     0.532227
1693     8.465     0.561523
1694     8.470     0.590820
1695     8.475     0.571289
1696     8.480     0.537109
1697     8.485     0.522461
1698     8.490     0.541992
1699     8.495     0.541992
1700     8.500     0.590820
1701     8.505     0.620117
1702     8.510     0.605469
1703     8.515     0.571289
1704     8.520     0.600586
1705     8.525     0.600586
1706     8.530     0.581055
1707     8.535     0.571289
1708     8.540     0.561523
1709     8.545     0.566406
1710     8.550     0.590820
1711     8.555     0.590820
1712     8.560     0.605469
1713     8.565     0.620117
1714     8.570     0.605469
1715     8.575     0.581055
1716     8.580     0.566406
1717     8.585     0.546875
1718     8.590     0.561523
1719     8.595     0.605469
1720     8.600     0.600586
1721     8.605     0.571289
1722     8.610     0.590820
1723     8.615     0.610352
1724     8.620     0.561523
1725     8.625     0.556641
1726     8.630     0.537109
1727     8.635     0.527344
1728     8.640     0.541992
1729     8.645     0.522461
1730     8.650     0.581055
1731     8.655     0.605469
1732     8.660     0.585937
1733     8.665     0.615234
1734     8.670     0.620117
1735     8.675     0.581055
1736     8.680     0.571289
1737     8.685     0.566406
1738     8.690     0.576172
1739     8.695     0.590820
1740     8.700     0.556641
1741     8.705     0.556641
1742     8.710     0.615234
1743     8.715     0.595703
1744     8.720     0.585937
1745     8.725     0.620117
1746     8.730     0.615234
1747     8.735     0.595703
1748     8.740     0.605469
1749     8.745     0.595703
1750     8.750     0.590820
1751     8.755     0.566406
1752     8.760     0.576172
1753     8.765     0.566406
1754     8.770     0.532227
1755     8.775     0.571289
1756     8.780     0.590820
1757     8.785     0.581055
1758     8.790     0.605469
1759     8.795     0.610352
1760     8.800     0.600586
1761     8.805     0.585937
1762     8.810     0.581055
1763     8.815     0.556641
1764     8.820     0.532227
1765     8.825     0.566406
1766     8.830     0.566406
1767     8.835     0.581055
1768     8.840     0.556641
1769     8.845     0.581055
1770     8.850     0.576172
1771     8.855     0.566406
1772     8.860     0.566406
1773     8.865     0.541992
1774     8.870     0.546875
1775     8.875     0.576172
1776     8.880     0.590820
1777     8.885     0.561523
1778     8.890     0.512695
1779     8.895     0.541992
1780     8.900     0.551758
1781     8.905     0.532227
1782     8.910     0.541992
1783     8.915     0.576172
1784     8.920     0.566406
1785     8.925     0.556641
1786     8.930     0.512695
1787     8.935     0.546875
1788     8.940     0.566406
1789     8.945     0.566406
1790     8.950     0.566406
1791     8.955     0.585937
1792     8.960     0.556641
1793     8.965     0.532227
1794     8.970     0.537109
1795     8.975     0.605469
1796     8.980     0.605469
1797     8.985     0.634766
1798     8.990     0.649414
1799     8.995     0.649414
1800     9.000     0.610352
1801     9.005     0.576172
1802     9.010     0.585937
1803     9.015     0.610352
1804     9.020     0.605469
1805     9.025     0.610352
1806     9.030     0.595703
1807     9.035     0.615234
1808     9.040     0.615234
1809     9.045     0.615234
1810     9.050     0.629883
1811     9.055     0.639648
1812     9.060     0.615234
1813     9.065     0.581055
1814     9.070     0.585937
1815     9.075     0.625000
1816     9.080     0.610352
1817     9.085     0.605469
1818     9.090     0.634766
1819     9.095     0.634766
1820     9.100     0.590820
1821     9.105     0.576172
1822     9.110     0.571289
1823     9.115     0.561523
1824     9.120     0.551758
1825     9.125     0.585937
1826     9.130     0.639648
1827     9.135     0.639648
1828     9.140     0.620117
1829     9.145     0.644531
1830     9.150     0.620117
1831     9.155     0.571289
1832     9.160     0.551758
1833     9.165     0.590820
1834     9.170     0.585937
1835     9.175     0.752368
1836     9.180     0.605469
1837     9.185     0.649414
1838     9.190     0.625000
1839     9.195     0.610352
1840     9.200     0.615234
1841     9.205     0.615234
1842     9.210     0.576172
1843     9.215     0.571289
1844     9.220     0.639648
1845     9.225     0.639648
1846     9.230     0.571289
1847     9.235     0.566406
1848     9.240     0.590820
1849     9.245     0.571289
1850     9.250     0.571289
1851     9.255     0.634766
1852     9.260     0.683594
1853     9.265     0.615234
1854     9.270     0.576172
1855     9.275     0.610352
1856     9.280     0.590820
1857     9.285     0.571289
1858     9.290     0.600586
1859     9.295     0.644531
1860     9.300     0.634766
1861     9.305     0.585937
1862     9.310     0.585937
1863     9.315     0.595703
1864     9.320     0.605469
1865     9.325     0.581055
1866     9.330     0.581055
1867     9.335     0.610352
1868     9.340     0.571289
1869     9.345     0.546875
1870     9.350     0.600586
1871     9.355     0.620117
1872     9.360     0.620117
1873     9.365     0.600586
1874     9.370     0.595703
1875     9.375     0.581055
1876     9.380     0.541992
1877     9.385     0.527344
1878     9.390     0.395718
1879     9.395     0.571289
1880     9.400     0.600586
1881     9.405     0.620117
1882     9.410     0.610352
1883     9.415     0.585937
1884     9.420     0.571289
1885     9.425     0.527344
1886     9.430     0.517578
1887     9.435     0.556641
1888     9.440     0.590820
1889     9.445     0.581055
1890     9.450     0.639648
1891     9.455     0.629883
1892     9.460     0.600586
1893     9.465     0.581055
1894     9.470     0.590820
1895     9.475     0.571289
1896     9.480     0.585937
1897     9.485     0.600586
1898     9.490     0.605469
1899     9.495     0.595703
1900     9.500     0.561523
1901     9.505     0.571289
1902     9.510     0.590820
1903     9.515     0.581055
1904     9.520     0.551758
1905     9.525     0.541992
1906     9.530     0.537109
1907     9.535     0.532227
1908     9.540     0.551758
1909     9.545     0.610352
1910     9.550     0.654297
1911     9.555     0.600586
1912     9.560     0.576172
1913     9.565     0.566406
1914     9.570     0.493164
1915     9.575     0.463867
1916     9.580     0.522461
1917     9.585     0.581055
1918     9.590     0.600586
1919     9.595     0.600586
1920     9.600     0.610352
1921     9.605     0.605469
1922     9.610     0.571289
1923     9.615     0.502930
1924     9.620     0.512695
1925     9.625     0.537109
1926     9.630     0.527344
1927     9.635     0.532227
1928     9.640     0.561523
1929     9.645     0.590820
1930     9.650     0.532227
1931     9.655     0.507812
1932     9.660     0.561523
1933     9.665     0.571289
1934     9.670     0.522461
1935     9.675     0.517578
1936     9.680     0.556641
1937     9.685     0.537109
1938     9.690     0.532227
1939     9.695     0.551758
1940     9.700     0.576172
1941     9.705     0.610352
1942     9.710     0.551758
1943     9.715     0.546875
1944     9.720     0.571289
1945     9.725     0.566406
1946     9.730     0.541992
1947     9.735     0.590820
1948     9.740     0.625000
1949     9.745     0.595703
1950     9.750     0.581055
1951     9.755     0.571289
1952     9.760     0.571289
1953     9.765     0.541992
1954     9.770     0.546875
1955     9.775     0.546875
1956     9.780     0.585937
1957     9.785     0.590820
1958     9.790     0.566406
1959     9.795     0.620117
1960     9.800     0.605469
1961     9.805     0.571289
1962     9.810     0.556641
1963     9.815     0.537109
1964     9.820     0.541992
1965     9.825     0.551758
1966     9.830     0.595703
1967     9.835     0.620117
1968     9.840     0.585937
1969     9.845     0.590820
1970     9.850     0.581055
1971     9.855     0.600586
1972     9.860     0.605469
1973     9.865     0.615234
1974     9.870     0.605469
1975     9.875     0.615234
1976     9.880     0.590820
1977     9.885     0.399128
1978     9.890     0.590820
1979     9.895     0.605469
1980     9.900     0.595703
1981     9.905     0.629883
1982     9.910     0.629883
1983     9.915     0.649414
1984     9.920     0.625000
1985     9.925     0.615234
1986     9.930     0.615234
1987     9.935     0.620117
1988     9.940     0.600586
1989     9.945     0.610352
1990     9.950     0.605469
1991     9.955     0.600586
1992     9.960     0.566406
1993     9.965     0.615234
1994     9.970     0.668945
1995     9.975     0.654297
1996     9.980     0.644531
1997     9.985     0.673828
1998     9.990     0.625000
1999     9.995     0.566406
