      Time (s)  Voltage (V)
217     0.5425     1.123047
218     0.5450     1.147461
219     0.5475     1.147461
220     0.5500     1.152344
221     0.5525     1.166992
222     0.5550     1.142578
223     0.5575     1.123047
224     0.5600     1.088867
225     0.5625     1.083984
226     0.5650     1.074219
227     0.5675     1.054687
228     0.5700     1.049805
229     0.5725     1.064453
230     0.5750     1.074219
231     0.5775     1.108398
232     0.5800     1.137695
233     0.5825     1.132812
234     0.5850     1.123047
235     0.5875     1.113281
236     0.5900     1.113281
237     0.5925     1.113281
238     0.5950     1.103516
239     0.5975     1.113281
240     0.6000     1.074219
241     0.6025     1.049805
242     0.6050     1.030273
243     0.6075     1.020508
244     0.6100     1.074219
245     0.6125     0.947020
246     0.6150     1.127930
247     0.6175     1.147461
248     0.6200     1.127930
249     0.6225     1.132812
250     0.6250     1.098633
251     0.6275     1.103516
252     0.6300     1.123047
253     0.6325     1.088867
254     0.6350     1.083984
255     0.6375     1.049805
256     0.6400     1.010742
257     0.6425     1.015625
258     0.6450     0.946884
259     0.6475     1.274807
260     0.6500     1.147461
261     0.6525     1.176758
262     0.6550     1.171875
263     0.6575     1.157227
264     0.6600     1.137695
265     0.6625     1.123047
266     0.6650     1.127930
267     0.6675     1.137695
268     0.6700     1.113281
269     0.6725     1.108398
270     0.6750     1.083984
271     0.6775     1.064453
272     0.6800     1.035156
273     0.6825     1.049805
274     0.6850     1.079102
275     0.6875     1.083984
276     0.6900     1.098633
277     0.6925     1.108398
278     0.6950     1.083984
279     0.6975     1.098633
280     0.7000     1.118164
281     0.7025     1.118164
282     0.7050     1.127930
283     0.7075     1.123047
284     0.7100     1.123047
285     0.7125     1.127930
286     0.7150     1.103516
287     0.7175     1.088867
288     0.7200     1.079102
289     0.7225     1.074219
290     0.7250     1.093750
291     0.7275     1.137695
292     0.7300     1.123047
293     0.7325     1.152344
294     0.7350     1.142578
295     0.7375     1.088867
296     0.7400     1.088867
297     0.7425     1.088867
298     0.7450     1.074219
299     0.7475     1.093750
300     0.7500     1.074219
301     0.7525     1.054687
302     0.7550     1.040039
303     0.7575     1.030273
304     0.7600     1.074219
305     0.7625     1.098633
306     0.7650     1.113281
307     0.7675     1.132812
308     0.7700     1.108398
309     0.7725     1.088867
310     0.7750     1.098633
311     0.7775     1.054687
312     0.7800     1.040039
313     0.7825     1.054687
314     0.7850     1.279792
315     0.7875     1.069336
316     0.7900     1.069336
317     0.7925     1.069336
318     0.7950     1.103516
319     0.7975     1.137695
320     0.8000     1.157227
321     0.8025     1.171875
322     0.8050     1.176758
323     0.8075     1.171875
324     0.8100     1.147461
325     0.8125     1.123047
326     0.8150     1.088867
327     0.8175     1.059570
328     0.8200     1.059570
329     0.8225     1.074219
330     0.8250     1.093750
331     0.8275     1.098633
332     0.8300     1.069336
333     0.8325     1.074219
334     0.8350     1.118164
335     0.8375     1.123047
336     0.8400     1.157227
337     0.8425     1.166992
338     0.8450     1.127930
339     0.8475     1.113281
340     0.8500     1.079102
341     0.8525     1.064453
342     0.8550     1.083984
343     0.8575     1.059570
344     0.8600     1.083984
345     0.8625     1.098633
346     0.8650     1.069336
347     0.8675     1.074219
348     0.8700     1.069336
349     0.8725     1.074219
350     0.8750     1.137695
351     0.8775     1.142578
352     0.8800     1.118164
353     0.8825     1.088867
354     0.8850     1.054687
355     0.8875     1.054687
356     0.8900     1.049805
357     0.8925     1.302420
358     0.8950     1.166992
359     0.8975     1.181641
360     0.9000     1.186523
361     0.9025     1.157227
362     0.9050     1.137695
363     0.9075     1.127930
364     0.9100     1.113281
365     0.9125     1.079102
366     0.9150     1.079102
367     0.9175     1.030273
368     0.9200     1.035156
369     0.9225     1.054687
370     0.9250     1.059570
371     0.9275     1.088867
372     0.9300     1.123047
373     0.9325     1.147461
374     0.9350     1.157227
375     0.9375     1.166992
376     0.9400     1.162109
377     0.9425     1.108398
378     0.9450     1.083984
379     0.9475     1.059570
380     0.9500     1.049805
381     0.9525     1.069336
382     0.9550     1.083984
383     0.9575     1.098633
384     0.9600     1.088867
385     0.9625     1.079102
386     0.9650     1.098633
387     0.9675     1.113281
388     0.9700     1.147461
389     0.9725     1.152344
390     0.9750     1.132812
391     0.9775     1.103516
392     0.9800     1.083984
393     0.9825     1.025391
394     0.9850     1.015625
395     0.9875     1.059570
396     0.9900     1.040039
397     0.9925     1.064453
398     0.9950     1.118164
399     0.9975     1.132812
400     1.0000     1.142578
401     1.0025     1.142578
402     1.0050     1.132812
403     1.0075     1.137695
404     1.0100     1.123047
405     1.0125     1.113281
406     1.0150     1.108398
407     1.0175     1.093750
408     1.0200     1.074219
409     1.0225     1.054687
410     1.0250     1.040039
411     1.0275     1.069336
412     1.0300     1.074219
413     1.0325     1.093750
414     1.0350     1.113281
415     1.0375     1.103516
416     1.0400     1.103516
417     1.0425     1.074219
418     1.0450     1.044922
419     1.0475     1.079102
420     1.0500     1.098633
421     1.0525     1.132812
422     1.0550     1.137695
423     1.0575     1.127930
424     1.0600     1.093750
425     1.0625     1.054687
426     1.0650     1.083984
427     1.0675     1.108398
428     1.0700     0.937768
429     1.0725     1.166992
430     1.0750     1.316323
431     1.0775     1.171875
432     1.0800     1.118164
433     1.0825     1.098633
434     1.0850     1.098633
435     1.0875     1.306571
436     1.0900     1.088867
437     1.0925     1.074219
438     1.0950     1.025391
439     1.0975     1.035156
440     1.1000     1.020508
441     1.1025     1.054687
442     1.1050     1.108398
443     1.1075     1.123047
444     1.1100     1.137695
445     1.1125     1.157227
446     1.1150     1.171875
447     1.1175     1.171875
448     1.1200     1.162109
449     1.1225     1.132812
450     1.1250     1.093750
451     1.1275     1.083984
452     1.1300     1.049805
453     1.1325     1.040039
454     1.1350     1.049805
455     1.1375     1.040039
456     1.1400     1.054687
457     1.1425     1.079102
458     1.1450     1.103516
459     1.1475     1.147461
460     1.1500     1.152344
461     1.1525     1.166992
462     1.1550     0.886416
463     1.1575     1.157227
464     1.1600     1.137695
465     1.1625     1.108398
466     1.1650     1.074219
467     1.1675     1.064453
468     1.1700     1.054687
469     1.1725     1.064453
470     1.1750     1.059570
471     1.1775     1.064453
472     1.1800     1.079102
473     1.1825     1.074219
474     1.1850     1.093750
475     1.1875     1.108398
476     1.1900     1.113281
477     1.1925     1.127930
478     1.1950     1.137695
479     1.1975     1.127930
480     1.2000     1.118164
481     1.2025     1.108398
482     1.2050     1.108398
483     1.2075     1.098633
484     1.2100     1.118164
485     1.2125     1.098633
486     1.2150     1.088867
487     1.2175     1.127930
488     1.2200     1.103516
489     1.2225     1.093750
490     1.2250     1.103516
491     1.2275     1.083984
492     1.2300     1.083984
493     1.2325     1.113281
494     1.2350     1.103516
495     1.2375     1.118164
496     1.2400     1.098633
497     1.2425     1.093750
498     1.2450     1.079102
499     1.2475     1.108398
500     1.2500     1.123047
501     1.2525     1.113281
502     1.2550     1.093750
503     1.2575     1.098633
504     1.2600     1.103516
505     1.2625     1.083984
506     1.2650     1.074219
507     1.2675     1.079102
508     1.2700     1.064453
509     1.2725     1.064453
510     1.2750     1.074219
511     1.2775     1.079102
512     1.2800     1.093750
513     1.2825     1.079102
514     1.2850     1.064453
515     1.2875     1.083984
516     1.2900     1.074219
517     1.2925     1.083984
518     1.2950     1.098633
519     1.2975     1.088867
520     1.3000     1.108398
521     1.3025     1.093750
522     1.3050     1.088867
523     1.3075     1.108398
524     1.3100     1.137695
525     1.3125     1.132812
526     1.3150     1.137695
527     1.3175     1.127930
528     1.3200     1.103516
529     1.3225     1.064453
530     1.3250     1.059570
531     1.3275     1.030273
532     1.3300     1.054687
533     1.3325     1.074219
534     1.3350     1.079102
535     1.3375     1.103516
536     1.3400     1.127930
537     1.3425     1.127930
538     1.3450     1.142578
539     1.3475     1.142578
540     1.3500     1.137695
541     1.3525     1.127930
542     1.3550     1.103516
543     1.3575     1.093750
544     1.3600     1.118164
545     1.3625     1.083984
546     1.3650     1.074219
547     1.3675     1.059570
548     1.3700     1.030273
549     1.3725     1.040039
550     1.3750     1.040039
551     1.3775     1.044922
552     1.3800     1.083984
553     1.3825     1.074219
554     1.3850     1.088867
555     1.3875     1.103516
556     1.3900     1.132812
557     1.3925     1.142578
558     1.3950     1.171875
559     1.3975     1.176758
560     1.4000     1.171875
561     1.4025     1.157227
562     1.4050     1.142578
563     1.4075     1.098633
564     1.4100     1.083984
565     1.4125     0.913286
566     1.4150     1.069336
567     1.4175     1.083984
568     1.4200     1.079102
569     1.4225     1.044922
570     1.4250     1.059570
571     1.4275     1.044922
572     1.4300     1.064453
573     1.4325     1.098633
574     1.4350     1.127930
575     1.4375     1.137695
576     1.4400     1.157227
577     1.4425     1.113281
578     1.4450     1.113281
579     1.4475     1.118164
580     1.4500     1.108398
581     1.4525     1.113281
582     1.4550     1.118164
583     1.4575     1.069336
584     1.4600     1.079102
585     1.4625     1.059570
586     1.4650     1.040039
587     1.4675     1.049805
588     1.4700     1.044922
589     1.4725     1.064453
590     1.4750     1.098633
591     1.4775     1.118164
592     1.4800     1.118164
593     1.4825     1.113281
594     1.4850     1.118164
595     1.4875     1.132812
596     1.4900     1.147461
597     1.4925     1.132812
598     1.4950     1.152344
599     1.4975     1.113281
600     1.5000     1.088867
601     1.5025     1.054687
602     1.5050     1.044922
603     1.5075     1.054687
604     1.5100     1.079102
605     1.5125     1.103516
606     1.5150     1.093750
607     1.5175     1.083984
608     1.5200     1.083984
609     1.5225     1.088867
610     1.5250     1.103516
611     1.5275     1.123047
612     1.5300     1.147461
613     1.5325     1.132812
614     1.5350     1.137695
615     1.5375     1.118164
616     1.5400     1.118164
617     1.5425     1.123047
618     1.5450     1.127930
619     1.5475     1.132812
620     1.5500     1.123047
621     1.5525     1.093750
622     1.5550     1.059570
623     1.5575     1.030273
624     1.5600     1.035156
625     1.5625     1.064453
626     1.5650     1.079102
627     1.5675     1.069336
628     1.5700     1.079102
629     1.5725     1.064453
630     1.5750     1.054687
631     1.5775     1.079102
632     1.5800     1.108398
633     1.5825     1.132812
634     1.5850     1.123047
635     1.5875     1.123047
636     1.5900     1.103516
637     1.5925     1.093750
638     1.5950     1.103516
639     1.5975     1.103516
640     1.6000     1.132812
641     1.6025     1.152344
642     1.6050     1.137695
643     1.6075     1.142578
644     1.6100     1.113281
645     1.6125     1.113281
646     1.6150     1.103516
647     1.6175     1.088867
648     1.6200     1.108398
649     1.6225     1.108398
650     1.6250     1.079102
651     1.6275     1.059570
652     1.6300     1.044922
653     1.6325     1.030273
654     1.6350     1.054687
655     1.6375     1.083984
656     1.6400     1.123047
657     1.6425     1.181641
658     1.6450     1.171875
659     1.6475     1.152344
660     1.6500     1.142578
661     1.6525     1.123047
662     1.6550     1.127930
663     1.6575     1.137695
664     1.6600     1.127930
665     1.6625     1.098633
666     1.6650     1.059570
667     1.6675     1.044922
668     1.6700     1.030273
669     1.6725     1.054687
670     1.6750     1.088867
671     1.6775     1.113281
672     1.6800     1.137695
673     1.6825     1.157227
674     1.6850     1.166992
675     1.6875     1.176758
676     1.6900     1.191406
677     1.6925     1.176758
678     1.6950     1.196289
679     1.6975     1.176758
680     1.7000     1.196289
681     1.7025     1.171875
682     1.7050     1.118164
683     1.7075     1.054687
684     1.7100     0.986328
685     1.7125     0.966797
686     1.7150     0.971680
687     1.7175     0.986328
688     1.7200     0.981445
689     1.7225     1.020508
690     1.7250     1.030273
691     1.7275     1.059570
692     1.7300     1.083984
693     1.7325     1.127930
694     1.7350     1.181641
695     1.7375     1.196289
696     1.7400     1.215820
697     1.7425     1.201172
698     1.7450     1.171875
699     1.7475     1.137695
700     1.7500     1.108398
701     1.7525     1.064453
702     1.7550     1.069336
703     1.7575     1.059570
704     1.7600     1.030273
705     1.7625     1.049805
706     1.7650     1.035156
707     1.7675     1.025391
708     1.7700     1.054687
709     1.7725     1.059570
710     1.7750     1.093750
711     1.7775     1.142578
712     1.7800     1.166992
713     1.7825     1.181641
714     1.7850     1.186523
715     1.7875     1.127930
716     1.7900     1.083984
717     1.7925     1.083984
718     1.7950     1.088867
719     1.7975     1.088867
720     1.8000     1.088867
721     1.8025     1.064453
722     1.8050     1.059570
723     1.8075     1.074219
724     1.8100     1.069336
725     1.8125     1.103516
726     1.8150     1.123047
727     1.8175     1.127930
728     1.8200     1.147461
729     1.8225     1.152344
730     1.8250     1.142578
731     1.8275     1.127930
732     1.8300     1.108398
733     1.8325     1.093750
734     1.8350     1.103516
735     1.8375     1.088867
736     1.8400     1.074219
737     1.8425     1.074219
738     1.8450     1.059570
739     1.8475     1.025391
740     1.8500     1.059570
741     1.8525     1.064453
742     1.8550     1.083984
743     1.8575     1.118164
744     1.8600     1.127930
745     1.8625     1.113281
746     1.8650     1.137695
747     1.8675     1.113281
748     1.8700     1.113281
749     1.8725     1.132812
750     1.8750     1.113281
751     1.8775     1.113281
752     1.8800     1.108398
753     1.8825     1.088867
754     1.8850     1.079102
755     1.8875     1.083984
756     1.8900     1.088867
757     1.8925     1.093750
758     1.8950     1.113281
759     1.8975     1.093750
760     1.9000     1.118164
761     1.9025     1.098633
762     1.9050     1.103516
763     1.9075     1.113281
764     1.9100     1.103516
765     1.9125     1.103516
766     1.9150     1.118164
767     1.9175     1.108398
768     1.9200     1.103516
769     1.9225     1.088867
770     1.9250     1.098633
771     1.9275     1.098633
772     1.9300     1.098633
773     1.9325     1.088867
774     1.9350     1.079102
775     1.9375     1.074219
776     1.9400     1.083984
777     1.9425     1.059570
778     1.9450     1.093750
779     1.9475     1.098633
780     1.9500     1.098633
781     1.9525     1.113281
782     1.9550     1.103516
783     1.9575     1.098633
784     1.9600     1.108398
785     1.9625     1.113281
786     1.9650     1.132812
787     1.9675     1.113281
788     1.9700     1.103516
789     1.9725     1.098633
790     1.9750     1.083984
791     1.9775     1.074219
792     1.9800     1.049805
793     1.9825     1.049805
794     1.9850     1.044922
795     1.9875     1.054687
796     1.9900     1.064453
797     1.9925     1.049805
798     1.9950     1.098633
799     1.9975     1.098633
800     2.0000     1.108398
801     2.0025     1.157227
802     2.0050     1.171875
803     2.0075     1.171875
804     2.0100     1.162109
805     2.0125     1.123047
806     2.0150     1.079102
807     2.0175     1.074219
808     2.0200     1.049805
809     2.0225     1.040039
810     2.0250     1.064453
811     2.0275     1.054687
812     2.0300     1.069336
813     2.0325     1.069336
814     2.0350     1.088867
815     2.0375     1.103516
816     2.0400     1.123047
817     2.0425     1.166992
818     2.0450     1.166992
819     2.0475     1.171875
820     2.0500     1.259789
821     2.0525     1.079102
822     2.0550     1.040039
823     2.0575     1.000977
824     2.0600     1.000977
825     2.0625     1.035156
826     2.0650     1.059570
827     2.0675     1.079102
828     2.0700     1.064453
829     2.0725     1.083984
830     2.0750     1.093750
831     2.0775     1.162109
832     2.0800     1.176758
833     2.0825     1.196289
834     2.0850     1.176758
835     2.0875     1.132812
836     2.0900     1.074219
837     2.0925     1.044922
838     2.0950     1.025391
839     2.0975     1.049805
840     2.1000     1.049805
841     2.1025     1.064453
842     2.1050     1.103516
843     2.1075     1.108398
844     2.1100     1.108398
845     2.1125     1.132812
846     2.1150     1.118164
847     2.1175     1.123047
848     2.1200     1.147461
849     2.1225     1.137695
850     2.1250     1.108398
851     2.1275     1.093750
852     2.1300     1.049805
853     2.1325     1.054687
854     2.1350     1.069336
855     2.1375     1.069336
856     2.1400     1.317704
857     2.1425     1.083984
858     2.1450     1.088867
859     2.1475     1.079102
860     2.1500     1.083984
861     2.1525     1.074219
862     2.1550     1.064453
863     2.1575     1.083984
864     2.1600     1.088867
865     2.1625     1.088867
866     2.1650     1.093750
867     2.1675     0.895954
868     2.1700     1.088867
869     2.1725     1.083984
870     2.1750     1.103516
871     2.1775     1.113281
872     2.1800     1.118164
873     2.1825     1.098633
874     2.1850     1.108398
875     2.1875     1.118164
876     2.1900     1.113281
877     2.1925     1.108398
878     2.1950     1.297739
879     2.1975     1.083984
880     2.2000     1.093750
881     2.2025     1.074219
882     2.2050     1.074219
883     2.2075     1.083984
884     2.2100     1.064453
885     2.2125     1.044922
886     2.2150     1.035156
887     2.2175     1.040039
888     2.2200     1.054687
889     2.2225     1.088867
890     2.2250     1.108398
891     2.2275     1.108398
892     2.2300     1.108398
893     2.2325     0.892880
894     2.2350     1.113281
895     2.2375     1.142578
896     2.2400     1.137695
897     2.2425     1.137695
898     2.2450     1.123047
899     2.2475     1.098633
900     2.2500     1.064453
901     2.2525     1.049805
902     2.2550     1.054687
903     2.2575     1.059570
904     2.2600     1.069336
905     2.2625     1.113281
906     2.2650     1.142578
907     2.2675     1.157227
908     2.2700     1.176758
909     2.2725     1.157227
910     2.2750     1.132812
911     2.2775     1.127930
912     2.2800     1.088867
913     2.2825     1.074219
914     2.2850     1.258664
915     2.2875     1.030273
916     2.2900     1.025391
917     2.2925     1.020508
918     2.2950     1.044922
919     2.2975     1.069336
920     2.3000     1.088867
921     2.3025     1.113281
922     2.3050     1.103516
923     2.3075     1.108398
924     2.3100     1.152344
925     2.3125     1.142578
926     2.3150     1.123047
927     2.3175     1.123047
928     2.3200     1.108398
929     2.3225     1.083984
930     2.3250     1.137695
931     2.3275     1.118164
932     2.3300     1.113281
933     2.3325     1.083984
934     2.3350     1.049805
935     2.3375     1.059570
936     2.3400     1.079102
937     2.3425     1.064453
938     2.3450     1.069336
939     2.3475     1.044922
940     2.3500     1.069336
941     2.3525     1.083984
942     2.3550     1.083984
943     2.3575     1.074219
944     2.3600     1.098633
945     2.3625     1.093750
946     2.3650     1.123047
947     2.3675     1.157227
948     2.3700     1.166992
949     2.3725     1.147461
950     2.3750     1.147461
951     2.3775     1.127930
952     2.3800     1.113281
953     2.3825     1.127930
954     2.3850     1.123047
955     2.3875     1.118164
956     2.3900     1.083984
957     2.3925     1.020508
958     2.3950     1.025391
959     2.3975     1.025391
960     2.4000     1.040039
961     2.4025     1.069336
962     2.4050     1.074219
963     2.4075     1.108398
964     2.4100     1.113281
965     2.4125     1.108398
966     2.4150     1.127930
967     2.4175     1.137695
968     2.4200     1.123047
969     2.4225     1.108398
970     2.4250     1.108398
971     2.4275     1.083984
972     2.4300     1.049805
973     2.4325     1.054687
974     2.4350     1.059570
975     2.4375     1.064453
976     2.4400     1.113281
977     2.4425     1.108398
978     2.4450     1.098633
979     2.4475     1.103516
980     2.4500     1.079102
981     2.4525     1.108398
982     2.4550     1.123047
983     2.4575     1.098633
984     2.4600     1.079102
985     2.4625     1.054687
986     2.4650     1.064453
987     2.4675     1.069336
988     2.4700     1.069336
989     2.4725     1.074219
990     2.4750     1.044922
991     2.4775     1.044922
992     2.4800     1.040039
993     2.4825     1.064453
994     2.4850     1.088867
995     2.4875     1.108398
996     2.4900     1.103516
997     2.4925     1.118164
998     2.4950     1.132812
999     2.4975     1.137695
1000    2.5000     1.142578
1001    2.5025     1.127930
1002    2.5050     1.098633
1003    2.5075     1.054687
1004    2.5100     1.054687
1005    2.5125     1.069336
1006    2.5150     1.064453
1007    2.5175     1.040039
1008    2.5200     1.030273
1009    2.5225     1.025391
1010    2.5250     1.069336
1011    2.5275     1.132812
1012    2.5300     1.166992
1013    2.5325     1.191406
1014    2.5350     1.176758
1015    2.5375     1.157227
1016    2.5400     1.123047
1017    2.5425     1.108398
1018    2.5450     1.074219
1019    2.5475     1.074219
1020    2.5500     1.049805
1021    2.5525     1.020508
1022    2.5550     1.010742
1023    2.5575     1.010742
1024    2.5600     1.015625
1025    2.5625     1.054687
1026    2.5650     1.093750
1027    2.5675     1.123047
1028    2.5700     1.137695
1029    2.5725     1.152344
1030    2.5750     1.137695
1031    2.5775     1.123047
1032    2.5800     1.137695
1033    2.5825     1.142578
1034    2.5850     1.132812
1035    2.5875     1.123047
1036    2.5900     1.098633
1037    2.5925     1.088867
1038    2.5950     1.054687
1039    2.5975     1.074219
1040    2.6000     1.088867
1041    2.6025     1.069336
1042    2.6050     1.093750
1043    2.6075     1.127930
1044    2.6100     1.137695
1045    2.6125     1.142578
1046    2.6150     1.147461
1047    2.6175     1.118164
1048    2.6200     1.108398
1049    2.6225     1.137695
1050    2.6250     1.118164
1051    2.6275     1.098633
1052    2.6300     1.079102
1053    2.6325     1.079102
1054    2.6350     1.059570
1055    2.6375     0.949898
1056    2.6400     1.059570
1057    2.6425     1.054687
1058    2.6450     1.054687
1059    2.6475     1.064453
1060    2.6500     1.059570
1061    2.6525     1.064453
1062    2.6550     1.079102
1063    2.6575     1.069336
1064    2.6600     1.049805
1065    2.6625     1.069336
1066    2.6650     1.059570
1067    2.6675     1.059570
1068    2.6700     1.054687
1069    2.6725     1.079102
1070    2.6750     1.088867
1071    2.6775     1.079102
1072    2.6800     1.074219
1073    2.6825     1.074219
1074    2.6850     1.069336
1075    2.6875     1.083984
1076    2.6900     1.098633
1077    2.6925     1.098633
1078    2.6950     1.064453
1079    2.6975     1.064453
1080    2.7000     1.248339
1081    2.7025     1.049805
1082    2.7050     1.093750
1083    2.7075     1.083984
1084    2.7100     1.093750
1085    2.7125     1.118164
1086    2.7150     1.113281
1087    2.7175     1.127930
1088    2.7200     1.147461
1089    2.7225     1.123047
1090    2.7250     0.954632
1091    2.7275     1.113281
1092    2.7300     1.079102
1093    2.7325     1.074219
1094    2.7350     1.069336
1095    2.7375     1.044922
1096    2.7400     1.035156
1097    2.7425     1.035156
1098    2.7450     1.035156
1099    2.7475     1.044922
1100    2.7500     1.291160
1101    2.7525     1.108398
1102    2.7550     1.123047
1103    2.7575     1.132812
1104    2.7600     1.113281
1105    2.7625     1.127930
1106    2.7650     1.127930
1107    2.7675     1.142578
1108    2.7700     1.108398
1109    2.7725     1.108398
1110    2.7750     1.127930
1111    2.7775     0.947701
1112    2.7800     1.083984
1113    2.7825     1.079102
1114    2.7850     1.093750
1115    2.7875     1.113281
1116    2.7900     1.118164
1117    2.7925     1.132812
1118    2.7950     1.142578
1119    2.7975     1.281631
1120    2.8000     1.108398
1121    2.8025     1.088867
1122    2.8050     1.093750
1123    2.8075     1.118164
1124    2.8100     1.261134
1125    2.8125     1.142578
1126    2.8150     1.152344
1127    2.8175     1.118164
1128    2.8200     1.098633
1129    2.8225     1.108398
1130    2.8250     1.123047
1131    2.8275     1.123047
1132    2.8300     1.108398
1133    2.8325     1.098633
1134    2.8350     1.088867
1135    2.8375     1.074219
1136    2.8400     1.083984
1137    2.8425     1.079102
1138    2.8450     1.088867
1139    2.8475     1.093750
1140    2.8500     1.093750
1141    2.8525     1.118164
1142    2.8550     1.132812
1143    2.8575     0.942120
1144    2.8600     1.147461
1145    2.8625     1.152344
1146    2.8650     1.252227
1147    2.8675     1.166992
1148    2.8700     1.162109
1149    2.8725     1.162109
1150    2.8750     1.123047
