      Time (s)  Voltage (V)
1151    2.8775     1.069336
1152    2.8800     1.044922
1153    2.8825     1.035156
1154    2.8850     1.035156
1155    2.8875     1.030273
1156    2.8900     1.030273
1157    2.8925     1.054687
1158    2.8950     1.088867
1159    2.8975     1.118164
1160    2.9000     1.137695
1161    2.9025     1.152344
1162    2.9050     1.157227
1163    2.9075     1.176758
1164    2.9100     1.162109
1165    2.9125     1.127930
1166    2.9150     1.127930
1167    2.9175     1.079102
1168    2.9200     1.083984
1169    2.9225     1.074219
1170    2.9250     1.044922
1171    2.9275     1.025391
1172    2.9300     1.035156
1173    2.9325     1.040039
1174    2.9350     1.083984
1175    2.9375     1.088867
1176    2.9400     1.108398
1177    2.9425     1.132812
1178    2.9450     1.142578
1179    2.9475     1.176758
1180    2.9500     1.181641
1181    2.9525     1.147461
1182    2.9550     1.166992
1183    2.9575     1.152344
1184    2.9600     1.127930
1185    2.9625     1.132812
1186    2.9650     1.069336
1187    2.9675     1.044922
1188    2.9700     1.074219
1189    2.9725     1.079102
1190    2.9750     1.083984
1191    2.9775     1.103516
1192    2.9800     1.113281
1193    2.9825     1.113281
1194    2.9850     1.137695
1195    2.9875     1.147461
1196    2.9900     1.123047
1197    2.9925     1.132812
1198    2.9950     1.157227
1199    2.9975     1.132812
1200    3.0000     1.127930
1201    3.0025     1.059570
1202    3.0050     1.035156
1203    3.0075     1.064453
1204    3.0100     1.054687
1205    3.0125     1.064453
1206    3.0150     1.103516
1207    3.0175     1.088867
1208    3.0200     1.088867
1209    3.0225     1.098633
1210    3.0250     1.113281
1211    3.0275     1.127930
1212    3.0300     1.142578
1213    3.0325     1.157227
1214    3.0350     1.157227
1215    3.0375     1.137695
1216    3.0400     1.118164
1217    3.0425     1.079102
1218    3.0450     1.083984
1219    3.0475     1.083984
1220    3.0500     1.064453
1221    3.0525     1.069336
1222    3.0550     1.098633
1223    3.0575     1.258247
1224    3.0600     1.142578
1225    3.0625     1.142578
1226    3.0650     1.137695
1227    3.0675     1.142578
1228    3.0700     1.137695
1229    3.0725     1.137695
1230    3.0750     1.132812
1231    3.0775     1.132812
1232    3.0800     1.127930
1233    3.0825     1.118164
1234    3.0850     1.103516
1235    3.0875     1.093750
1236    3.0900     1.074219
1237    3.0925     1.079102
1238    3.0950     1.108398
1239    3.0975     1.103516
1240    3.1000     1.088867
1241    3.1025     1.088867
1242    3.1050     1.088867
1243    3.1075     1.088867
1244    3.1100     1.132812
1245    3.1125     1.142578
1246    3.1150     1.142578
1247    3.1175     1.162109
1248    3.1200     1.132812
1249    3.1225     1.103516
1250    3.1250     1.103516
1251    3.1275     1.103516
1252    3.1300     1.093750
1253    3.1325     1.123047
1254    3.1350     1.108398
1255    3.1375     1.113281
1256    3.1400     1.123047
1257    3.1425     1.118164
1258    3.1450     1.103516
1259    3.1475     1.103516
1260    3.1500     1.083984
1261    3.1525     1.079102
1262    3.1550     1.088867
1263    3.1575     1.118164
1264    3.1600     1.088867
1265    3.1625     1.088867
1266    3.1650     1.059570
1267    3.1675     1.064453
1268    3.1700     1.074219
1269    3.1725     1.108398
1270    3.1750     1.132812
1271    3.1775     1.152344
1272    3.1800     1.132812
1273    3.1825     1.142578
1274    3.1850     1.118164
1275    3.1875     1.132812
1276    3.1900     1.147461
1277    3.1925     1.152344
1278    3.1950     1.162109
1279    3.1975     1.137695
1280    3.2000     1.088867
1281    3.2025     1.268186
1282    3.2050     1.005859
1283    3.2075     1.010742
1284    3.2100     0.930054
1285    3.2125     1.040039
1286    3.2150     1.064453
1287    3.2175     1.083984
1288    3.2200     1.127930
1289    3.2225     1.152344
1290    3.2250     1.314761
1291    3.2275     1.181641
1292    3.2300     1.253223
1293    3.2325     1.256015
1294    3.2350     1.132812
1295    3.2375     1.098633
1296    3.2400     1.079102
1297    3.2425     1.040039
1298    3.2450     1.025391
1299    3.2475     1.049805
1300    3.2500     1.059570
1301    3.2525     0.944275
1302    3.2550     1.268276
1303    3.2575     1.123047
1304    3.2600     1.137695
1305    3.2625     1.113281
1306    3.2650     1.103516
1307    3.2675     1.127930
1308    3.2700     1.103516
1309    3.2725     1.108398
1310    3.2750     1.113281
1311    3.2775     1.093750
1312    3.2800     1.093750
1313    3.2825     1.113281
1314    3.2850     1.123047
1315    3.2875     1.142578
1316    3.2900     1.147461
1317    3.2925     1.127930
1318    3.2950     1.093750
1319    3.2975     1.088867
1320    3.3000     1.088867
1321    3.3025     0.922116
1322    3.3050     1.093750
1323    3.3075     1.069336
1324    3.3100     1.044922
1325    3.3125     1.079102
1326    3.3150     1.079102
1327    3.3175     1.108398
1328    3.3200     1.132812
1329    3.3225     1.123047
1330    3.3250     1.127930
1331    3.3275     1.297669
1332    3.3300     1.098633
1333    3.3325     1.113281
1334    3.3350     1.108398
1335    3.3375     1.083984
1336    3.3400     1.103516
1337    3.3425     1.083984
1338    3.3450     1.074219
1339    3.3475     1.064453
1340    3.3500     1.064453
1341    3.3525     1.020508
1342    3.3550     0.909508
1343    3.3575     1.093750
1344    3.3600     1.113281
1345    3.3625     1.137695
1346    3.3650     1.147461
1347    3.3675     1.132812
1348    3.3700     1.157227
1349    3.3725     1.157227
1350    3.3750     1.162109
1351    3.3775     1.147461
1352    3.3800     1.137695
1353    3.3825     1.113281
1354    3.3850     1.079102
1355    3.3875     1.064453
1356    3.3900     1.054687
1357    3.3925     1.049805
1358    3.3950     1.069336
1359    3.3975     1.064453
1360    3.4000     1.103516
1361    3.4025     1.098633
1362    3.4050     1.093750
1363    3.4075     1.083984
1364    3.4100     1.074219
1365    3.4125     1.103516
1366    3.4150     1.137695
1367    3.4175     1.137695
1368    3.4200     1.132812
1369    3.4225     1.088867
1370    3.4250     1.079102
1371    3.4275     1.098633
1372    3.4300     1.108398
1373    3.4325     1.103516
1374    3.4350     1.118164
1375    3.4375     1.088867
1376    3.4400     1.103516
1377    3.4425     1.088867
1378    3.4450     1.079102
1379    3.4475     1.098633
1380    3.4500     1.088867
1381    3.4525     1.083984
1382    3.4550     1.088867
1383    3.4575     1.093750
1384    3.4600     1.098633
1385    3.4625     1.088867
1386    3.4650     1.108398
1387    3.4675     1.118164
1388    3.4700     1.137695
1389    3.4725     1.152344
1390    3.4750     1.132812
1391    3.4775     1.118164
1392    3.4800     1.103516
1393    3.4825     1.108398
1394    3.4850     1.093750
1395    3.4875     1.079102
1396    3.4900     1.074219
1397    3.4925     1.074219
1398    3.4950     1.069336
1399    3.4975     1.113281
1400    3.5000     1.132812
1401    3.5025     1.147461
1402    3.5050     1.176758
1403    3.5075     1.162109
1404    3.5100     1.142578
1405    3.5125     1.162109
1406    3.5150     1.162109
1407    3.5175     1.157227
1408    3.5200     1.166992
1409    3.5225     1.132812
1410    3.5250     1.064453
1411    3.5275     1.079102
1412    3.5300     1.064453
1413    3.5325     1.020508
1414    3.5350     1.040039
1415    3.5375     1.020508
1416    3.5400     1.020508
1417    3.5425     1.059570
1418    3.5450     0.945063
1419    3.5475     1.074219
1420    3.5500     1.098633
1421    3.5525     1.132812
1422    3.5550     1.132812
1423    3.5575     1.157227
1424    3.5600     1.147461
1425    3.5625     1.142578
1426    3.5650     1.123047
1427    3.5675     1.108398
1428    3.5700     1.074219
1429    3.5725     1.064453
1430    3.5750     1.049805
1431    3.5775     1.054687
1432    3.5800     1.064453
1433    3.5825     1.054687
1434    3.5850     1.074219
1435    3.5875     1.074219
1436    3.5900     1.074219
1437    3.5925     1.108398
1438    3.5950     1.132812
1439    3.5975     1.147461
1440    3.6000     1.142578
1441    3.6025     1.152344
1442    3.6050     1.113281
1443    3.6075     1.132812
1444    3.6100     1.118164
1445    3.6125     1.069336
1446    3.6150     1.069336
1447    3.6175     1.059570
1448    3.6200     1.044922
1449    3.6225     1.074219
1450    3.6250     1.059570
1451    3.6275     1.069336
1452    3.6300     1.253191
1453    3.6325     1.083984
1454    3.6350     1.108398
1455    3.6375     1.152344
1456    3.6400     1.132812
1457    3.6425     1.171875
1458    3.6450     1.171875
1459    3.6475     1.181641
1460    3.6500     1.171875
1461    3.6525     1.142578
1462    3.6550     1.103516
1463    3.6575     1.093750
1464    3.6600     1.059570
1465    3.6625     1.246659
1466    3.6650     1.064453
1467    3.6675     1.064453
1468    3.6700     1.307885
1469    3.6725     1.083984
1470    3.6750     1.118164
1471    3.6775     1.147461
1472    3.6800     1.142578
1473    3.6825     1.157227
1474    3.6850     1.152344
1475    3.6875     1.103516
1476    3.6900     1.044922
1477    3.6925     1.030273
1478    3.6950     1.005859
1479    3.6975     1.020508
1480    3.7000     1.015625
1481    3.7025     1.035156
1482    3.7050     1.079102
1483    3.7075     1.103516
1484    3.7100     1.113281
1485    3.7125     1.132812
1486    3.7150     1.147461
1487    3.7175     1.152344
1488    3.7200     1.152344
1489    3.7225     1.142578
1490    3.7250     1.127930
1491    3.7275     1.108398
1492    3.7300     1.113281
1493    3.7325     1.108398
1494    3.7350     1.108398
1495    3.7375     1.088867
1496    3.7400     1.093750
1497    3.7425     1.093750
1498    3.7450     1.113281
1499    3.7475     1.282804
1500    3.7500     1.093750
1501    3.7525     1.093750
1502    3.7550     1.079102
1503    3.7575     1.093750
1504    3.7600     1.098633
1505    3.7625     1.142578
1506    3.7650     1.171875
1507    3.7675     1.181641
1508    3.7700     1.157227
1509    3.7725     1.132812
1510    3.7750     1.093750
1511    3.7775     1.093750
1512    3.7800     1.098633
1513    3.7825     1.093750
1514    3.7850     1.093750
1515    3.7875     1.079102
1516    3.7900     1.044922
1517    3.7925     1.030273
1518    3.7950     1.069336
1519    3.7975     1.069336
1520    3.8000     1.088867
1521    3.8025     1.093750
1522    3.8050     1.103516
1523    3.8075     1.113281
1524    3.8100     1.123047
1525    3.8125     1.108398
1526    3.8150     1.118164
1527    3.8175     0.915051
1528    3.8200     1.103516
1529    3.8225     1.132812
1530    3.8250     1.137695
1531    3.8275     1.127930
1532    3.8300     1.108398
1533    3.8325     1.074219
1534    3.8350     1.317617
1535    3.8375     1.083984
1536    3.8400     1.103516
1537    3.8425     1.113281
1538    3.8450     1.118164
1539    3.8475     1.108398
1540    3.8500     1.103516
1541    3.8525     1.103516
1542    3.8550     1.123047
1543    3.8575     1.127930
1544    3.8600     1.157227
1545    3.8625     1.166992
1546    3.8650     1.191406
1547    3.8675     1.142578
1548    3.8700     1.123047
1549    3.8725     1.079102
1550    3.8750     1.049805
1551    3.8775     1.059570
1552    3.8800     1.074219
1553    3.8825     1.059570
1554    3.8850     1.054687
1555    3.8875     1.040039
1556    3.8900     1.035156
1557    3.8925     1.059570
1558    3.8950     1.093750
1559    3.8975     1.123047
1560    3.9000     1.147461
1561    3.9025     1.191406
1562    3.9050     1.181641
1563    3.9075     1.147461
1564    3.9100     1.309616
1565    3.9125     1.137695
1566    3.9150     1.132812
1567    3.9175     1.132812
1568    3.9200     1.098633
1569    3.9225     1.113281
1570    3.9250     1.074219
1571    3.9275     1.049805
1572    3.9300     1.044922
1573    3.9325     1.044922
1574    3.9350     1.069336
1575    3.9375     1.074219
1576    3.9400     1.098633
1577    3.9425     1.123047
1578    3.9450     1.147461
1579    3.9475     1.152344
1580    3.9500     1.152344
1581    3.9525     1.132812
1582    3.9550     1.118164
1583    3.9575     1.108398
1584    3.9600     1.098633
1585    3.9625     1.079102
1586    3.9650     1.088867
1587    3.9675     1.079102
1588    3.9700     1.064453
1589    3.9725     1.083984
1590    3.9750     1.093750
1591    3.9775     1.118164
1592    3.9800     1.137695
1593    3.9825     1.152344
1594    3.9850     1.181641
1595    3.9875     1.176758
1596    3.9900     1.152344
1597    3.9925     1.127930
1598    3.9950     1.108398
1599    3.9975     1.108398
1600    4.0000     1.103516
1601    4.0025     1.083984
1602    4.0050     1.079102
1603    4.0075     1.054687
1604    4.0100     1.040039
1605    4.0125     1.049805
1606    4.0150     1.074219
1607    4.0175     1.132812
1608    4.0200     1.162109
1609    4.0225     1.181641
1610    4.0250     0.935776
1611    4.0275     1.210937
1612    4.0300     1.171875
1613    4.0325     1.171875
1614    4.0350     1.147461
1615    4.0375     1.118164
1616    4.0400     1.103516
1617    4.0425     1.054687
1618    4.0450     1.044922
1619    4.0475     1.015625
1620    4.0500     1.000977
1621    4.0525     0.991211
1622    4.0550     0.986328
1623    4.0575     1.030273
1624    4.0600     1.059570
1625    4.0625     1.103516
1626    4.0650     1.118164
1627    4.0675     1.098633
1628    4.0700     1.079102
1629    4.0725     1.113281
1630    4.0750     1.142578
1631    4.0775     1.166992
1632    4.0800     1.166992
1633    4.0825     1.142578
1634    4.0850     1.142578
1635    4.0875     1.142578
1636    4.0900     1.132812
1637    4.0925     1.132812
1638    4.0950     1.103516
1639    4.0975     1.079102
1640    4.1000     1.054687
1641    4.1025     1.059570
1642    4.1050     1.054687
1643    4.1075     1.064453
1644    4.1100     1.054687
1645    4.1125     1.044922
1646    4.1150     1.059570
1647    4.1175     1.088867
1648    4.1200     1.123047
1649    4.1225     1.147461
1650    4.1250     1.157227
1651    4.1275     1.162109
1652    4.1300     1.152344
1653    4.1325     1.303498
1654    4.1350     1.132812
1655    4.1375     1.132812
1656    4.1400     1.118164
1657    4.1425     1.113281
1658    4.1450     1.098633
1659    4.1475     1.103516
1660    4.1500     1.083984
1661    4.1525     1.083984
1662    4.1550     1.069336
1663    4.1575     1.069336
1664    4.1600     1.098633
1665    4.1625     1.093750
1666    4.1650     1.103516
1667    4.1675     1.127930
1668    4.1700     1.118164
1669    4.1725     1.113281
1670    4.1750     1.127930
1671    4.1775     0.889037
1672    4.1800     1.162109
1673    4.1825     1.157227
1674    4.1850     1.152344
1675    4.1875     1.132812
1676    4.1900     1.088867
1677    4.1925     1.088867
1678    4.1950     1.059570
1679    4.1975     1.044922
1680    4.2000     1.064453
1681    4.2025     1.035156
1682    4.2050     1.083984
1683    4.2075     1.118164
1684    4.2100     1.118164
1685    4.2125     1.137695
1686    4.2150     0.901020
1687    4.2175     1.113281
1688    4.2200     1.127930
1689    4.2225     1.118164
1690    4.2250     1.137695
1691    4.2275     1.132812
1692    4.2300     1.093750
1693    4.2325     1.059570
1694    4.2350     1.035156
1695    4.2375     1.059570
1696    4.2400     1.083984
1697    4.2425     1.088867
1698    4.2450     1.113281
1699    4.2475     1.113281
1700    4.2500     1.103516
1701    4.2525     1.098633
1702    4.2550     1.093750
1703    4.2575     1.123047
1704    4.2600     1.147461
1705    4.2625     1.137695
1706    4.2650     1.123047
1707    4.2675     1.098633
1708    4.2700     1.083984
1709    4.2725     1.030273
1710    4.2750     1.030273
1711    4.2775     1.040039
1712    4.2800     1.049805
1713    4.2825     1.069336
1714    4.2850     1.083984
1715    4.2875     1.103516
1716    4.2900     1.093750
1717    4.2925     1.103516
1718    4.2950     1.137695
1719    4.2975     1.157227
1720    4.3000     1.157227
1721    4.3025     1.157227
1722    4.3050     1.113281
1723    4.3075     1.088867
1724    4.3100     1.103516
1725    4.3125     1.088867
1726    4.3150     1.108398
1727    4.3175     1.103516
1728    4.3200     1.093750
1729    4.3225     1.093750
1730    4.3250     1.074219
1731    4.3275     1.098633
1732    4.3300     1.123047
1733    4.3325     1.103516
1734    4.3350     1.137695
1735    4.3375     1.132812
1736    4.3400     1.118164
1737    4.3425     1.113281
1738    4.3450     1.083984
1739    4.3475     1.079102
1740    4.3500     1.088867
1741    4.3525     1.064453
1742    4.3550     1.064453
1743    4.3575     1.059570
1744    4.3600     1.069336
1745    4.3625     1.069336
1746    4.3650     1.088867
1747    4.3675     1.108398
1748    4.3700     1.142578
1749    4.3725     1.142578
1750    4.3750     1.137695
1751    4.3775     1.113281
1752    4.3800     1.108398
1753    4.3825     1.079102
1754    4.3850     1.069336
1755    4.3875     1.083984
1756    4.3900     1.098633
1757    4.3925     1.118164
1758    4.3950     1.127930
1759    4.3975     1.127930
1760    4.4000     1.137695
1761    4.4025     1.132812
1762    4.4050     1.132812
1763    4.4075     1.113281
1764    4.4100     1.093750
1765    4.4125     1.079102
1766    4.4150     1.049805
1767    4.4175     1.020508
1768    4.4200     1.005859
1769    4.4225     0.996094
1770    4.4250     1.020508
1771    4.4275     1.079102
1772    4.4300     1.123047
1773    4.4325     1.157227
1774    4.4350     1.166992
1775    4.4375     1.137695
1776    4.4400     1.108398
1777    4.4425     1.103516
1778    4.4450     1.103516
1779    4.4475     1.069336
1780    4.4500     1.069336
1781    4.4525     1.069336
1782    4.4550     1.074219
1783    4.4575     1.088867
1784    4.4600     1.098633
1785    4.4625     1.113281
1786    4.4650     1.137695
1787    4.4675     1.147461
1788    4.4700     1.152344
1789    4.4725     1.147461
1790    4.4750     1.088867
1791    4.4775     1.059570
1792    4.4800     1.035156
1793    4.4825     1.040039
1794    4.4850     1.079102
1795    4.4875     1.079102
1796    4.4900     1.108398
1797    4.4925     1.118164
1798    4.4950     1.127930
1799    4.4975     1.113281
1800    4.5000     1.103516
1801    4.5025     1.103516
1802    4.5050     1.118164
1803    4.5075     1.123047
1804    4.5100     1.123047
1805    4.5125     1.103516
1806    4.5150     1.069336
1807    4.5175     1.035156
1808    4.5200     1.044922
1809    4.5225     1.083984
1810    4.5250     1.108398
1811    4.5275     1.127930
1812    4.5300     1.157227
1813    4.5325     1.157227
1814    4.5350     1.137695
1815    4.5375     1.142578
1816    4.5400     1.147461
1817    4.5425     1.152344
1818    4.5450     1.142578
1819    4.5475     1.137695
1820    4.5500     1.083984
1821    4.5525     1.064453
1822    4.5550     1.054687
1823    4.5575     1.054687
1824    4.5600     1.059570
1825    4.5625     1.083984
1826    4.5650     1.074219
1827    4.5675     1.093750
1828    4.5700     1.113281
1829    4.5725     1.123047
1830    4.5750     1.147461
1831    4.5775     1.132812
1832    4.5800     1.113281
1833    4.5825     1.137695
1834    4.5850     1.142578
1835    4.5875     1.285105
1836    4.5900     1.137695
1837    4.5925     1.127930
1838    4.5950     1.083984
1839    4.5975     1.088867
1840    4.6000     1.074219
1841    4.6025     1.049805
1842    4.6050     1.059570
1843    4.6075     1.059570
1844    4.6100     1.054687
1845    4.6125     1.064453
1846    4.6150     1.074219
1847    4.6175     1.093750
1848    4.6200     1.123047
1849    4.6225     1.147461
1850    4.6250     1.137695
1851    4.6275     1.147461
1852    4.6300     1.142578
1853    4.6325     1.142578
1854    4.6350     1.108398
1855    4.6375     1.079102
1856    4.6400     1.044922
1857    4.6425     1.040039
1858    4.6450     1.040039
1859    4.6475     1.059570
1860    4.6500     1.074219
1861    4.6525     1.088867
1862    4.6550     1.083984
1863    4.6575     1.103516
1864    4.6600     1.127930
1865    4.6625     1.142578
1866    4.6650     1.166992
1867    4.6675     1.147461
1868    4.6700     1.127930
1869    4.6725     1.123047
1870    4.6750     1.103516
1871    4.6775     1.088867
1872    4.6800     1.069336
1873    4.6825     1.030273
1874    4.6850     1.020508
1875    4.6875     1.015625
1876    4.6900     1.040039
1877    4.6925     1.093750
1878    4.6950     0.887262
1879    4.6975     1.103516
1880    4.7000     1.127930
1881    4.7025     1.108398
1882    4.7050     1.132812
1883    4.7075     1.147461
1884    4.7100     1.137695
1885    4.7125     1.132812
1886    4.7150     1.137695
1887    4.7175     1.123047
1888    4.7200     1.127930
1889    4.7225     1.123047
1890    4.7250     1.083984
1891    4.7275     1.079102
1892    4.7300     1.049805
1893    4.7325     1.059570
1894    4.7350     1.083984
1895    4.7375     1.074219
1896    4.7400     1.074219
1897    4.7425     1.079102
1898    4.7450     1.079102
1899    4.7475     1.127930
1900    4.7500     1.162109
1901    4.7525     1.166992
1902    4.7550     1.176758
1903    4.7575     1.137695
1904    4.7600     1.108398
1905    4.7625     1.098633
1906    4.7650     1.083984
1907    4.7675     1.059570
1908    4.7700     1.054687
1909    4.7725     1.059570
1910    4.7750     1.074219
1911    4.7775     1.069336
1912    4.7800     1.083984
1913    4.7825     1.093750
1914    4.7850     1.108398
1915    4.7875     1.147461
1916    4.7900     1.166992
1917    4.7925     1.181641
1918    4.7950     1.186523
1919    4.7975     1.171875
1920    4.8000     1.132812
1921    4.8025     1.083984
1922    4.8050     1.054687
1923    4.8075     1.025391
1924    4.8100     1.015625
1925    4.8125     1.030273
1926    4.8150     1.049805
1927    4.8175     1.044922
1928    4.8200     1.088867
1929    4.8225     1.098633
1930    4.8250     1.137695
1931    4.8275     1.171875
1932    4.8300     1.191406
1933    4.8325     1.201172
1934    4.8350     1.186523
1935    4.8375     1.132812
1936    4.8400     1.083984
1937    4.8425     1.044922
1938    4.8450     1.035156
1939    4.8475     1.069336
1940    4.8500     1.069336
1941    4.8525     1.054687
1942    4.8550     1.079102
1943    4.8575     1.079102
1944    4.8600     1.132812
1945    4.8625     1.162109
1946    4.8650     1.181641
1947    4.8675     1.186523
1948    4.8700     1.157227
1949    4.8725     1.098633
1950    4.8750     1.093750
1951    4.8775     1.069336
1952    4.8800     1.049805
1953    4.8825     1.054687
1954    4.8850     1.025391
1955    4.8875     1.010742
1956    4.8900     1.040039
1957    4.8925     1.059570
1958    4.8950     1.083984
1959    4.8975     1.132812
1960    4.9000     1.142578
1961    4.9025     1.157227
1962    4.9050     1.166992
1963    4.9075     1.171875
1964    4.9100     1.142578
1965    4.9125     1.142578
1966    4.9150     1.108398
1967    4.9175     1.103516
1968    4.9200     1.103516
1969    4.9225     1.088867
1970    4.9250     1.059570
1971    4.9275     1.064453
1972    4.9300     1.049805
1973    4.9325     1.054687
1974    4.9350     1.074219
1975    4.9375     1.059570
1976    4.9400     1.069336
1977    4.9425     0.891066
1978    4.9450     1.093750
1979    4.9475     1.123047
1980    4.9500     1.108398
1981    4.9525     1.142578
1982    4.9550     1.147461
1983    4.9575     1.162109
1984    4.9600     1.162109
1985    4.9625     1.142578
1986    4.9650     1.108398
1987    4.9675     1.079102
1988    4.9700     1.064453
1989    4.9725     1.044922
1990    4.9750     1.059570
1991    4.9775     1.083984
1992    4.9800     1.069336
1993    4.9825     1.083984
1994    4.9850     1.103516
1995    4.9875     1.093750
1996    4.9900     1.123047
1997    4.9925     1.166992
1998    4.9950     1.176758
1999    4.9975     1.162109
