,Time,Voltage
159,1.59,1.630859
160,1.6,1.660156
161,1.61,1.567383
162,1.62,1.586914
163,1.63,1.59668
164,1.64,1.582031
165,1.65,1.665039
166,1.66,1.59668
167,1.67,1.552734
168,1.68,1.567383
169,1.69,1.679687
170,1.7,1.665039
171,1.71,1.523437
172,1.72,1.5625
173,1.73,1.582031
174,1.74,1.645508
175,1.75,1.635742
176,1.76,1.586914
177,1.77,1.557617
178,1.78,1.601562
179,1.79,1.611328
180,1.8,1.704102
181,1.81,1.601562
182,1.82,1.489258
183,1.83,1.59668
184,1.84,1.68457
185,1.85,1.601562
186,1.86,1.577148
187,1.87,1.601562
188,1.88,1.630859
189,1.89,1.616211
190,1.9,1.59668
191,1.91,1.557617
192,1.92,1.611328
193,1.93,1.665039
194,1.94,1.601562
195,1.95,1.503906
196,1.96,1.601562
197,1.97,1.655273
198,1.98,1.611328
199,1.99,1.503906
200,2.0,1.59668
201,2.01,1.713867
202,2.02,1.616211
203,2.03,1.572266
204,2.04,1.601562
205,2.05,1.809215
206,2.06,1.586914
207,2.07,1.572266
208,2.08,1.606445
209,2.09,1.59668
210,2.1,1.601562
211,2.11,1.616211
212,2.12,1.625977
213,2.13,1.582031
214,2.14,1.552734
215,2.15,1.572266
216,2.16,1.650391
217,2.17,1.621094
218,2.18,1.513672
219,2.19,1.635742
220,2.2,1.674805
221,2.21,1.625977
222,2.22,1.547852
223,2.23,1.606445
224,2.24,1.611328
225,2.25,1.635742
226,2.26,1.567383
227,2.27,1.621094
228,2.28,1.645508
229,2.29,1.660156
230,2.3,1.547852
231,2.31,1.640625
232,2.32,1.679687
233,2.33,1.665039
234,2.34,1.508789
235,2.35,1.5625
236,2.36,1.679687
237,2.37,1.694336
238,2.38,1.503906
239,2.39,1.557617
240,2.4,1.674805
241,2.41,1.679687
242,2.42,1.59668
243,2.43,1.538086
244,2.44,1.625977
245,2.45,1.411715
246,2.46,1.645508
247,2.47,1.572266
248,2.48,1.611328
249,2.49,1.660156
250,2.5,1.616211
251,2.51,1.542969
252,2.52,1.572266
253,2.53,1.621094
254,2.54,1.669922
255,2.55,1.674805
256,2.56,1.523437
257,2.57,1.547852
258,2.58,1.411543
259,2.59,1.827859
260,2.6,1.503906
261,2.61,1.557617
262,2.62,1.640625
263,2.63,1.728516
264,2.64,1.542969
265,2.65,1.591797
266,2.66,1.645508
267,2.67,1.601562
268,2.68,1.601562
269,2.69,1.669922
270,2.7,1.582031
271,2.71,1.52832
272,2.72,1.645508
273,2.73,1.699219
274,2.74,1.621094
275,2.75,1.538086
276,2.76,1.606445
277,2.77,1.645508
278,2.78,1.704102
279,2.79,1.606445
280,2.8,1.513672
281,2.81,1.513672
282,2.82,1.640625
283,2.83,1.635742
284,2.84,1.577148
285,2.85,1.586914
286,2.86,1.586914
287,2.87,1.582031
288,2.88,1.601562
289,2.89,1.591797
290,2.9,1.523437
291,2.91,1.601562
292,2.92,1.679687
293,2.93,1.621094
294,2.94,1.621094
295,2.95,1.538086
296,2.96,1.513672
297,2.97,1.689453
298,2.98,1.665039
299,2.99,1.518555
300,3.0,1.552734
301,3.01,1.665039
302,3.02,1.645508
303,3.03,1.591797
304,3.04,1.586914
305,3.05,1.630859
306,3.06,1.582031
307,3.07,1.591797
308,3.08,1.591797
309,3.09,1.665039
310,3.1,1.59668
311,3.11,1.572266
312,3.12,1.621094
313,3.13,1.586914
314,3.14,1.834187
315,3.15,1.621094
316,3.16,1.694336
317,3.17,1.469727
318,3.18,1.503906
319,3.19,1.655273
320,3.2,1.762695
321,3.21,1.542969
322,3.22,1.547852
323,3.23,1.572266
324,3.24,1.689453
325,3.25,1.655273
326,3.26,1.552734
327,3.27,1.52832
328,3.28,1.611328
329,3.29,1.630859
330,3.3,1.635742
331,3.31,1.59668
332,3.32,1.52832
333,3.33,1.577148
334,3.34,1.611328
335,3.35,1.640625
336,3.36,1.586914
337,3.37,1.557617
338,3.38,1.665039
339,3.39,1.542969
340,3.4,1.601562
341,3.41,1.586914
342,3.42,1.572266
343,3.43,1.625977
344,3.44,1.665039
345,3.45,1.601562
346,3.46,1.542969
347,3.47,1.582031
348,3.48,1.606445
349,3.49,1.5625
350,3.5,1.601562
351,3.51,1.645508
352,3.52,1.606445
353,3.53,1.582031
354,3.54,1.694336
355,3.55,1.616211
356,3.56,1.552734
357,3.57,1.862914
358,3.58,1.616211
359,3.59,1.572266
360,3.6,1.679687
361,3.61,1.625977
362,3.62,1.557617
363,3.63,1.499023
364,3.64,1.674805
365,3.65,1.708984
366,3.66,1.625977
367,3.67,1.494141
368,3.68,1.542969
369,3.69,1.650391
370,3.7,1.655273
371,3.71,1.606445
372,3.72,1.523437
373,3.73,1.59668
374,3.74,1.59668
375,3.75,1.611328
376,3.76,1.669922
377,3.77,1.591797
378,3.78,1.552734
379,3.79,1.611328
380,3.8,1.640625
381,3.81,1.660156
382,3.82,1.606445
383,3.83,1.518555
384,3.84,1.523437
385,3.85,1.669922
386,3.86,1.694336
387,3.87,1.586914
388,3.88,1.499023
389,3.89,1.621094
390,3.9,1.572266
391,3.91,1.616211
392,3.92,1.616211
393,3.93,1.635742
394,3.94,1.5625
395,3.95,1.625977
396,3.96,1.601562
397,3.97,1.577148
398,3.98,1.591797
399,3.99,1.655273
400,4.0,1.586914
401,4.01,1.538086
402,4.02,1.577148
403,4.03,1.694336
404,4.04,1.650391
405,4.05,1.582031
406,4.06,1.586914
407,4.07,1.616211
408,4.08,1.640625
409,4.09,1.630859
410,4.1,1.572266
411,4.11,1.586914
412,4.12,1.601562
413,4.13,1.708984
414,4.14,1.630859
415,4.15,1.552734
416,4.16,1.513672
417,4.17,1.655273
418,4.18,1.630859
419,4.19,1.611328
420,4.2,1.503906
421,4.21,1.606445
422,4.22,1.635742
423,4.23,1.650391
424,4.24,1.5625
425,4.25,1.586914
426,4.26,1.708984
427,4.27,1.640625
428,4.28,1.39997
429,4.29,1.635742
430,4.3,1.880565
431,4.31,1.586914
432,4.32,1.572266
433,4.33,1.59668
434,4.34,1.611328
435,4.35,1.868185
436,4.36,1.591797
437,4.37,1.591797
438,4.38,1.616211
439,4.39,1.577148
440,4.4,1.606445
441,4.41,1.635742
442,4.42,1.606445
443,4.43,1.591797
444,4.44,1.650391
445,4.45,1.640625
446,4.46,1.591797
447,4.47,1.621094
448,4.48,1.586914
449,4.49,1.630859
450,4.5,1.645508
451,4.51,1.601562
452,4.52,1.577148
453,4.53,1.606445
454,4.54,1.611328
455,4.55,1.630859
456,4.56,1.586914
457,4.57,1.601562
458,4.58,1.645508
459,4.59,1.665039
460,4.6,1.616211
461,4.61,1.591797
462,4.62,1.334775
463,4.63,1.601562
464,4.64,1.640625
465,4.65,1.59668
466,4.66,1.572266
467,4.67,1.557617
468,4.68,1.669922
469,4.69,1.645508
470,4.7,1.630859
471,4.71,1.572266
472,4.72,1.601562
473,4.73,1.59668
474,4.74,1.59668
475,4.75,1.616211
476,4.76,1.68457
477,4.77,1.586914
478,4.78,1.499023
479,4.79,1.557617
480,4.8,1.694336
481,4.81,1.679687
482,4.82,1.52832
483,4.83,1.523437
484,4.84,1.616211
485,4.85,1.71875
486,4.86,1.679687
487,4.87,1.547852
488,4.88,1.577148
489,4.89,1.52832
490,4.9,1.606445
491,4.91,1.606445
492,4.92,1.655273
493,4.93,1.591797
494,4.94,1.606445
495,4.95,1.586914
496,4.96,1.591797
497,4.97,1.552734
498,4.98,1.679687
499,4.99,1.572266
500,5.0,1.59668
501,5.01,1.630859
502,5.02,1.650391
503,5.03,1.650391
504,5.04,1.630859
505,5.05,1.59668
506,5.06,1.59668
507,5.07,1.635742
508,5.08,1.591797
509,5.09,1.538086
510,5.1,1.547852
511,5.11,1.586914
512,5.12,1.572266
513,5.13,1.640625
514,5.14,1.665039
515,5.15,1.538086
516,5.16,1.518555
517,5.17,1.665039
518,5.18,1.59668
519,5.19,1.586914
520,5.2,1.650391
521,5.21,1.557617
522,5.22,1.538086
523,5.23,1.586914
524,5.24,1.645508
525,5.25,1.635742
526,5.26,1.630859
527,5.27,1.557617
528,5.28,1.582031
529,5.29,1.616211
530,5.3,1.586914
531,5.31,1.582031
532,5.32,1.601562
533,5.33,1.645508
534,5.34,1.68457
535,5.35,1.586914
536,5.36,1.572266
537,5.37,1.547852
538,5.38,1.601562
539,5.39,1.713867
540,5.4,1.669922
541,5.41,1.513672
542,5.42,1.557617
543,5.43,1.665039
544,5.44,1.611328
545,5.45,1.586914
546,5.46,1.601562
547,5.47,1.616211
548,5.48,1.567383
549,5.49,1.645508
550,5.5,1.611328
551,5.51,1.591797
552,5.52,1.582031
553,5.53,1.611328
554,5.54,1.621094
555,5.55,1.708984
556,5.56,1.591797
557,5.57,1.547852
558,5.58,1.542969
559,5.59,1.68457
560,5.6,1.606445
561,5.61,1.645508
562,5.62,1.630859
563,5.63,1.616211
564,5.64,1.567383
565,5.65,1.368888
566,5.66,1.738281
567,5.67,1.650391
568,5.68,1.479492
569,5.69,1.552734
570,5.7,1.713867
571,5.71,1.665039
572,5.72,1.557617
573,5.73,1.625977
574,5.74,1.616211
575,5.75,1.591797
576,5.76,1.5625
577,5.77,1.635742
578,5.78,1.582031
579,5.79,1.601562
580,5.8,1.621094
581,5.81,1.601562
582,5.82,1.572266
583,5.83,1.591797
584,5.84,1.572266
585,5.85,1.660156
586,5.86,1.611328
587,5.87,1.557617
588,5.88,1.582031
589,5.89,1.616211
590,5.9,1.586914
591,5.91,1.635742
592,5.92,1.655273
593,5.93,1.577148
594,5.94,1.547852
595,5.95,1.567383
596,5.96,1.650391
597,5.97,1.630859
598,5.98,1.542969
599,5.99,1.591797
600,6.0,1.611328
601,6.01,1.582031
602,6.02,1.625977
603,6.03,1.650391
604,6.04,1.577148
605,6.05,1.630859
606,6.06,1.625977
607,6.07,1.572266
608,6.08,1.547852
609,6.09,1.616211
610,6.1,1.669922
611,6.11,1.660156
612,6.12,1.523437
613,6.13,1.503906
614,6.14,1.689453
615,6.15,1.75293
616,6.16,1.577148
617,6.17,1.508789
618,6.18,1.630859
619,6.19,1.699219
620,6.2,1.630859
621,6.21,1.616211
622,6.22,1.577148
623,6.23,1.557617
624,6.24,1.650391
625,6.25,1.655273
626,6.26,1.630859
627,6.27,1.533203
628,6.28,1.635742
629,6.29,1.625977
630,6.3,1.591797
631,6.31,1.606445
632,6.32,1.640625
633,6.33,1.611328
634,6.34,1.582031
635,6.35,1.616211
636,6.36,1.699219
637,6.37,1.71875
638,6.38,1.567383
639,6.39,1.52832
640,6.4,1.640625
641,6.41,1.679687
642,6.42,1.533203
643,6.43,1.5625
644,6.44,1.71875
645,6.45,1.635742
646,6.46,1.567383
647,6.47,1.630859
648,6.48,1.674805
649,6.49,1.591797
650,6.5,1.616211
651,6.51,1.679687
652,6.52,1.640625
653,6.53,1.533203
654,6.54,1.577148
655,6.55,1.621094
656,6.56,1.679687
657,6.57,1.59668
658,6.58,1.567383
659,6.59,1.635742
660,6.6,1.601562
661,6.61,1.533203
662,6.62,1.635742
663,6.63,1.640625
664,6.64,1.591797
665,6.65,1.645508
666,6.66,1.635742
667,6.67,1.547852
668,6.68,1.582031
669,6.69,1.582031
670,6.7,1.572266
671,6.71,1.577148
672,6.72,1.669922
673,6.73,1.606445
674,6.74,1.59668
675,6.75,1.582031
676,6.76,1.669922
677,6.77,1.621094
678,6.78,1.616211
679,6.79,1.59668
680,6.8,1.606445
681,6.81,1.557617
682,6.82,1.635742
683,6.83,1.669922
684,6.84,1.59668
685,6.85,1.577148
686,6.86,1.679687
687,6.87,1.59668
688,6.88,1.577148
689,6.89,1.601562
690,6.9,1.606445
691,6.91,1.660156
692,6.92,1.665039
693,6.93,1.582031
694,6.94,1.503906
695,6.95,1.660156
696,6.96,1.68457
697,6.97,1.533203
698,6.98,1.577148
699,6.99,1.68457
700,7.0,1.621094
701,7.01,1.586914
702,7.02,1.621094
703,7.03,1.601562
704,7.04,1.567383
705,7.05,1.635742
706,7.06,1.738281
707,7.07,1.577148
708,7.08,1.542969
709,7.09,1.59668
710,7.1,1.704102
711,7.11,1.635742
712,7.12,1.5625
713,7.13,1.52832
714,7.14,1.674805
715,7.15,1.679687
716,7.16,1.601562
717,7.17,1.625977
718,7.18,1.616211
719,7.19,1.59668
720,7.2,1.660156
721,7.21,1.616211
722,7.22,1.601562
723,7.23,1.630859
724,7.24,1.635742
725,7.25,1.611328
726,7.26,1.577148
727,7.27,1.660156
728,7.28,1.601562
729,7.29,1.625977
730,7.3,1.557617
731,7.31,1.640625
732,7.32,1.621094
733,7.33,1.650391
734,7.34,1.611328
735,7.35,1.606445
736,7.36,1.577148
737,7.37,1.68457
738,7.38,1.665039
739,7.39,1.591797
740,7.4,1.547852
741,7.41,1.655273
742,7.42,1.635742
743,7.43,1.591797
744,7.44,1.645508
745,7.45,1.708984
746,7.46,1.52832
747,7.47,1.582031
748,7.48,1.645508
749,7.49,1.640625
750,7.5,1.557617
751,7.51,1.523437
752,7.52,1.665039
753,7.53,1.738281
754,7.54,1.660156
755,7.55,1.542969
756,7.56,1.572266
757,7.57,1.645508
758,7.58,1.640625
759,7.59,1.577148
760,7.6,1.5625
761,7.61,1.650391
762,7.62,1.621094
763,7.63,1.577148
764,7.64,1.630859
765,7.65,1.645508
766,7.66,1.52832
767,7.67,1.557617
768,7.68,1.669922
769,7.69,1.679687
770,7.7,1.538086
771,7.71,1.567383
772,7.72,1.630859
773,7.73,1.616211
774,7.74,1.630859
775,7.75,1.655273
776,7.76,1.577148
777,7.77,1.577148
778,7.78,1.674805
779,7.79,1.621094
780,7.8,1.52832
781,7.81,1.582031
782,7.82,1.665039
783,7.83,1.738281
784,7.84,1.572266
785,7.85,1.538086
786,7.86,1.52832
787,7.87,1.665039
788,7.88,1.679687
789,7.89,1.577148
790,7.9,1.621094
791,7.91,1.650391
792,7.92,1.630859
793,7.93,1.601562
794,7.94,1.59668
795,7.95,1.68457
796,7.96,1.625977
797,7.97,1.533203
798,7.98,1.572266
799,7.99,1.606445
800,8.0,1.621094
801,8.01,1.567383
802,8.02,1.582031
803,8.03,1.625977
804,8.04,1.665039
805,8.05,1.606445
806,8.06,1.557617
807,8.07,1.611328
808,8.08,1.68457
809,8.09,1.567383
810,8.1,1.52832
811,8.11,1.665039
812,8.12,1.68457
813,8.13,1.572266
814,8.14,1.5625
815,8.15,1.679687
816,8.16,1.669922
817,8.17,1.601562
818,8.18,1.625977
819,8.19,1.616211
820,8.2,1.808792
821,8.21,1.630859
822,8.22,1.689453
823,8.23,1.621094
824,8.24,1.508789
825,8.25,1.586914
826,8.26,1.71875
827,8.27,1.625977
828,8.28,1.538086
829,8.29,1.552734
830,8.3,1.704102
831,8.31,1.708984
832,8.32,1.547852
833,8.33,1.508789
834,8.34,1.645508
835,8.35,1.655273
836,8.36,1.591797
837,8.37,1.557617
838,8.38,1.59668
839,8.39,1.59668
840,8.4,1.606445
841,8.41,1.586914
842,8.42,1.59668
843,8.43,1.547852
844,8.44,1.621094
845,8.45,1.621094
846,8.46,1.645508
847,8.47,1.586914
848,8.48,1.572266
849,8.49,1.538086
850,8.5,1.625977
851,8.51,1.630859
852,8.52,1.674805
853,8.53,1.621094
854,8.54,1.518555
855,8.55,1.533203
856,8.56,1.882319
857,8.57,1.669922
858,8.58,1.552734
859,8.59,1.572266
860,8.6,1.621094
861,8.61,1.601562
862,8.62,1.572266
863,8.63,1.557617
864,8.64,1.630859
865,8.65,1.606445
866,8.66,1.586914
867,8.67,1.346884
868,8.68,1.689453
869,8.69,1.567383
870,8.7,1.582031
871,8.71,1.606445
872,8.72,1.669922
873,8.73,1.542969
874,8.74,1.552734
875,8.75,1.645508
876,8.76,1.68457
877,8.77,1.552734
878,8.78,1.856972
879,8.79,1.625977
880,8.8,1.601562
881,8.81,1.533203
882,8.82,1.650391
883,8.83,1.71875
884,8.84,1.538086
885,8.85,1.567383
886,8.86,1.616211
887,8.87,1.655273
888,8.88,1.538086
889,8.89,1.616211
890,8.9,1.5625
891,8.91,1.616211
892,8.92,1.621094
893,8.93,1.342982
894,8.94,1.586914
895,8.95,1.572266
896,8.96,1.645508
897,8.97,1.630859
898,8.98,1.5625
899,8.99,1.582031
900,9.0,1.689453
901,9.01,1.611328
902,9.02,1.538086
903,9.03,1.572266
904,9.04,1.586914
905,9.05,1.625977
906,9.06,1.606445
907,9.07,1.655273
908,9.08,1.5625
909,9.09,1.542969
910,9.1,1.625977
911,9.11,1.694336
912,9.12,1.5625
913,9.13,1.547852
914,9.14,1.807364
915,9.15,1.723633
916,9.16,1.68457
917,9.17,1.5625
918,9.18,1.494141
919,9.19,1.611328
920,9.2,1.665039
921,9.21,1.616211
922,9.22,1.523437
923,9.23,1.606445
924,9.24,1.625977
925,9.25,1.591797
926,9.26,1.640625
927,9.27,1.630859
928,9.28,1.572266
929,9.29,1.59668
930,9.3,1.577148
931,9.31,1.582031
932,9.32,1.586914
933,9.33,1.694336
934,9.34,1.5625
935,9.35,1.52832
936,9.36,1.572266
937,9.37,1.694336
938,9.38,1.635742
939,9.39,1.533203
940,9.4,1.52832
941,9.41,1.611328
942,9.42,1.674805
943,9.43,1.577148
944,9.44,1.503906
945,9.45,1.552734
946,9.46,1.679687
947,9.47,1.625977
948,9.48,1.577148
949,9.49,1.611328
950,9.5,1.640625
951,9.51,1.591797
952,9.52,1.572266
953,9.53,1.630859
954,9.54,1.547852
955,9.55,1.52832
956,9.56,1.630859
957,9.57,1.694336
958,9.58,1.59668
959,9.59,1.499023
960,9.6,1.567383
961,9.61,1.68457
962,9.62,1.567383
963,9.63,1.52832
964,9.64,1.611328
965,9.65,1.694336
966,9.66,1.582031
967,9.67,1.52832
968,9.68,1.621094
969,9.69,1.625977
970,9.7,1.572266
971,9.71,1.577148
972,9.72,1.679687
973,9.73,1.616211
974,9.74,1.586914
975,9.75,1.533203
976,9.76,1.5625
977,9.77,1.640625
978,9.78,1.625977
979,9.79,1.518555
980,9.8,1.625977
981,9.81,1.699219
982,9.82,1.616211
983,9.83,1.518555
984,9.84,1.606445
985,9.85,1.679687
986,9.86,1.723633
987,9.87,1.572266
988,9.88,1.484375
989,9.89,1.567383
990,9.9,1.733398
991,9.91,1.689453
992,9.92,1.557617
993,9.93,1.474609
994,9.94,1.635742
995,9.95,1.713867
996,9.96,1.601562
997,9.97,1.518555
998,9.98,1.616211
999,9.99,1.616211
1000,10.0,1.621094
1001,10.01,1.586914
1002,10.02,1.601562
1003,10.03,1.557617
1004,10.04,1.611328
1005,10.05,1.665039
1006,10.06,1.655273
1007,10.07,1.547852
1008,10.08,1.577148
1009,10.09,1.611328
1010,10.1,1.59668
1011,10.11,1.577148
1012,10.12,1.59668
1013,10.13,1.572266
1014,10.14,1.606445
1015,10.15,1.650391
1016,10.16,1.586914
1017,10.17,1.601562
1018,10.18,1.689453
1019,10.19,1.557617
1020,10.2,1.523437
1021,10.21,1.621094
1022,10.22,1.733398
1023,10.23,1.645508
1024,10.24,1.513672
1025,10.25,1.601562
1026,10.26,1.630859
1027,10.27,1.586914
1028,10.28,1.606445
1029,10.29,1.635742
1030,10.3,1.572266
1031,10.31,1.640625
1032,10.32,1.635742
1033,10.33,1.616211
1034,10.34,1.591797
1035,10.35,1.640625
1036,10.36,1.630859
1037,10.37,1.582031
1038,10.38,1.601562
1039,10.39,1.625977
1040,10.4,1.552734
1041,10.41,1.591797
1042,10.42,1.650391
1043,10.43,1.630859
1044,10.44,1.572266
1045,10.45,1.567383
1046,10.46,1.665039
1047,10.47,1.606445
1048,10.48,1.586914
1049,10.49,1.582031
1050,10.5,1.616211
1051,10.51,1.567383
1052,10.52,1.625977
1053,10.53,1.616211
1054,10.54,1.606445
1055,10.55,1.415369
1056,10.56,1.640625
1057,10.57,1.625977
1058,10.58,1.601562
1059,10.59,1.542969
1060,10.6,1.542969
1061,10.61,1.660156
1062,10.62,1.669922
1063,10.63,1.59668
1064,10.64,1.503906
1065,10.65,1.625977
1066,10.66,1.689453
1067,10.67,1.645508
1068,10.68,1.557617
1069,10.69,1.591797
1070,10.7,1.679687
1071,10.71,1.621094
1072,10.72,1.513672
1073,10.73,1.567383
1074,10.74,1.650391
1075,10.75,1.660156
1076,10.76,1.577148
1077,10.77,1.567383
1078,10.78,1.59668
1079,10.79,1.660156
1080,10.8,1.794256
1081,10.81,1.660156
1082,10.82,1.523437
1083,10.83,1.630859
1084,10.84,1.606445
1085,10.85,1.601562
1086,10.86,1.572266
1087,10.87,1.591797
1088,10.88,1.591797
1089,10.89,1.674805
1090,10.9,1.421379
1091,10.91,1.572266
1092,10.92,1.513672
1093,10.93,1.616211
1094,10.94,1.635742
1095,10.95,1.621094
1096,10.96,1.484375
1097,10.97,1.586914
1098,10.98,1.694336
1099,10.99,1.616211
1100,11.0,1.848619
1101,11.01,1.542969
1102,11.02,1.660156
1103,11.03,1.674805
1104,11.04,1.586914
1105,11.05,1.523437
1106,11.06,1.606445
1107,11.07,1.630859
1108,11.08,1.577148
1109,11.09,1.621094
1110,11.1,1.616211
1111,11.11,1.41258
1112,11.12,1.586914
1113,11.13,1.547852
1114,11.14,1.606445
1115,11.15,1.611328
1116,11.16,1.591797
1117,11.17,1.572266
1118,11.18,1.586914
1119,11.19,1.836522
1120,11.2,1.665039
1121,11.21,1.660156
1122,11.22,1.591797
1123,11.23,1.547852
1124,11.24,1.810499
1125,11.25,1.68457
1126,11.26,1.474609
1127,11.27,1.523437
1128,11.28,1.655273
1129,11.29,1.68457
1130,11.3,1.572266
1131,11.31,1.523437
1132,11.32,1.616211
1133,11.33,1.679687
1134,11.34,1.586914
1135,11.35,1.547852
1136,11.36,1.552734
1137,11.37,1.616211
1138,11.38,1.655273
1139,11.39,1.674805
1140,11.4,1.533203
1141,11.41,1.533203
1142,11.42,1.621094
1143,11.43,1.405495
1144,11.44,1.577148
1145,11.45,1.489258
1146,11.46,1.799192
1147,11.47,1.723633
1148,11.48,1.59668
1149,11.49,1.494141
1150,11.5,1.635742
1151,11.51,1.68457
1152,11.52,1.586914
1153,11.53,1.572266
1154,11.54,1.645508
1155,11.55,1.577148
1156,11.56,1.547852
1157,11.57,1.611328
1158,11.58,1.611328
1159,11.59,1.582031
1160,11.6,1.655273
1161,11.61,1.630859
1162,11.62,1.542969
1163,11.63,1.611328
1164,11.64,1.679687
1165,11.65,1.518555
1166,11.66,1.59668
1167,11.67,1.601562
1168,11.68,1.616211
1169,11.69,1.621094
1170,11.7,1.640625
1171,11.71,1.567383
1172,11.72,1.582031
1173,11.73,1.630859
1174,11.74,1.616211
1175,11.75,1.557617
1176,11.76,1.523437
1177,11.77,1.645508
1178,11.78,1.640625
1179,11.79,1.582031
1180,11.8,1.557617
1181,11.81,1.567383
1182,11.82,1.655273
1183,11.83,1.621094
1184,11.84,1.547852
1185,11.85,1.621094
1186,11.86,1.660156
1187,11.87,1.630859
1188,11.88,1.503906
1189,11.89,1.572266
1190,11.9,1.674805
1191,11.91,1.606445
1192,11.92,1.533203
1193,11.93,1.616211
1194,11.94,1.650391
1195,11.95,1.552734
1196,11.96,1.542969
1197,11.97,1.572266
1198,11.98,1.694336
1199,11.99,1.625977
1200,12.0,1.572266
1201,12.01,1.557617
1202,12.02,1.616211
1203,12.03,1.665039
1204,12.04,1.601562
1205,12.05,1.538086
1206,12.06,1.621094
1207,12.07,1.679687
1208,12.08,1.640625
1209,12.09,1.52832
1210,12.1,1.5625
1211,12.11,1.650391
1212,12.12,1.689453
1213,12.13,1.601562
1214,12.14,1.52832
1215,12.15,1.616211
1216,12.16,1.630859
1217,12.17,1.704102
1218,12.18,1.601562
1219,12.19,1.542969
1220,12.2,1.513672
1221,12.21,1.650391
1222,12.22,1.699219
1223,12.23,1.806835
1224,12.24,1.513672
1225,12.25,1.577148
1226,12.26,1.625977
1227,12.27,1.660156
1228,12.28,1.606445
1229,12.29,1.557617
1230,12.3,1.586914
1231,12.31,1.611328
1232,12.32,1.601562
1233,12.33,1.635742
1234,12.34,1.650391
1235,12.35,1.586914
1236,12.36,1.572266
1237,12.37,1.625977
1238,12.38,1.621094
1239,12.39,1.606445
1240,12.4,1.611328
1241,12.41,1.542969
1242,12.42,1.533203
1243,12.43,1.650391
1244,12.44,1.655273
1245,12.45,1.635742
1246,12.46,1.591797
1247,12.47,1.552734
